Dia,Cliente,Conocim.,Contenedor,Envase,Cant.,Volumen,Ubic.,Estado,idcont,e-tally
2025-06-12,Raisvic S.R.L.,HDE25-040041B,EMCU-182703-2,Rollos,385,-40,CTNNAC,Pendiente,1905,http://dassa.mqbic.com/PublicTally.php?id=1905
2025-06-12,Raisvic S.R.L.,HDE25-040041B,EMCU-182703-2,Rollos,385,-40,CTNNAC,Pendiente,1905,http://dassa.mqbic.com/PublicTally.php?id=1905
2025-06-12,Fenisan S.A.,HBOL4064,HASU-117095-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Fenisan S.A.,252867483,HASU-402529-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,TWLE25040032,TXGU-569981-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250358024,ONEU-122877-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250357987,FFAU-184772-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250358366,SEKU-440241-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,SS00006575,MRKU-415762-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,SS00006574,MSKU-088658-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-12,Jupam Sa,NB250358340,NYKU-472303-3,Contenedor,1,0,PLZA,Pendiente,,
2025-06-17,Jupam Sa,TSSZ2504063,EMCU-890304-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-17,Aceptyourdestiny Sa,HDE25-040112,EITU-144155-5,Contenedor,1,0,PLZA,Pendiente,,
2025-06-17,Sematryn Sa,OLGM246301,OOCU-762371-8,Bultos,263,-36,IA7,Pendiente,1088,http://dassa.mqbic.com/PublicTally.php?id=1088
2025-06-17,Refractarios Argenti...,263965321,MRKU-890029-7,Bultos,32,-10,ANEX-A1,Pendiente,1997,http://dassa.mqbic.com/PublicTally.php?id=1997
2025-06-17,Danisco Argentina Sa,CL-1848.3011,             ,Bultos,1,-2,PLZA,Pendiente,,
2025-06-18,Grupo Rsm Srl,HBOL4041,MRKU-358448-9,Bultos,1,-11,PA-A,Pendiente,1814,http://dassa.mqbic.com/PublicTally.php?id=1814
2025-06-18,Grupo Rsm Srl,HBOL4041,MRKU-358448-9,Bultos,1,-11,PA-A,Pendiente,1814,http://dassa.mqbic.com/PublicTally.php?id=1814
2025-06-18,Grupo Rsm Srl,HBOL4040,MRKU-358448-9,Bultos,1,-11,PA-A,Pendiente,1814,http://dassa.mqbic.com/PublicTally.php?id=1814
2025-06-18,Grupo Rsm Srl,HBOL4040,MRKU-358448-9,Bultos,1,-11,PA-A,Pendiente,1814,http://dassa.mqbic.com/PublicTally.php?id=1814
2025-06-18,Dmc Import Group S.R...,TSSZ2504017,EGSU-141833-1,Contenedor,1,0,PLZA,Pendiente,,
2025-06-23,Bisora Group Sa,NBOE25013892,TCNU-814502-7,Contenedor,1,0,PLZA,Pendiente,,
2025-06-23,Bisora Group Sa,NBOE25013839,TCNU-257082-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-23,Textil Praga Srl,HDE25-030059A,BMOU-537427-9,Rollos,301,-14,CTNNAC,Pendiente,1928,http://dassa.mqbic.com/PublicTally.php?id=1928
2025-06-23,Textil Praga Srl,HDE25-030059A,BMOU-537427-9,Rollos,301,-14,CTNNAC,Pendiente,1928,http://dassa.mqbic.com/PublicTally.php?id=1928
2025-06-23,Textil Praga Srl,HDE25-040011A,EITU-900781-7,Rollos,497,-21,CTNNAC,Pendiente,1995,http://dassa.mqbic.com/PublicTally.php?id=1995
2025-06-23,Textil Praga Srl,HDE25-040011A,EITU-900781-7,Rollos,497,-21,CTNNAC,Pendiente,1995,http://dassa.mqbic.com/PublicTally.php?id=1995
2025-06-23,Textil Praga Srl,HDE25-040011B,EITU-900781-7,Rollos,636,-45,CTNNAC,Pendiente,1995,http://dassa.mqbic.com/PublicTally.php?id=1995
2025-06-23,Textil Praga Srl,HDE25-040011B,EITU-900781-7,Rollos,636,-45,CTNNAC,Pendiente,1995,http://dassa.mqbic.com/PublicTally.php?id=1995
2025-06-23,Bisora Group Sa,NGBSE2504035,TRHU-537057-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-23,Jupam Sa,TWLE25040123,EGHU-977168-1,Contenedor,1,0,PLZA,Pendiente,,
2025-06-23,Jupam Sa,TWLE25040157,TGBU-672481-6,Contenedor,1,0,PLZA,Pendiente,,
2025-06-24,Dmc Import Group S.R...,TSSZ2504131,GAOU-724267-1,Contenedor,1,0,PLZA,09:31 Realizado,,
2025-06-24,Xiadex Srl,GILNB250100178,TCLU-184339-5,Contenedor,1,0,PLZA,En curso,,
2025-06-24,Trefelt Argentina S....,252725355,MRSU-748395-1,Bultos,12,-49,ANEX-A1,11:29 Realizado,2012,http://dassa.mqbic.com/PublicTally.php?id=2012
2025-06-24,Trefelt Argentina S....,252725355,MRSU-748396-7,Bultos,8,-43,ANEX-A1,11:29 Realizado,2013,http://dassa.mqbic.com/PublicTally.php?id=2013
2025-06-24,Bisora Group Sa,NBOE25013840,MSKU-070573-7,Contenedor,1,0,PLZA,10:16 Realizado,,
2025-06-24,Jutel S.A.,TMSE3480644A,MSMU-792553-9,Contenedor,1,0,PLZA,10:57 Realizado,,
2025-06-24,Compañia Bulk S.A.,SY250358239,EITU-117993-3,Contenedor,1,0,PLZA,09:31 Realizado,,
2025-06-24,Glamtex S.A.,NBOE25014228,HAMU-270651-5,Contenedor,1,0,PLZA,En curso,,
2025-06-19,Aceros Fb S.R.L.,JCCM32193,GCXU-576756-0,Bultos,1,-12,PA-A,Pendiente,1859,http://dassa.mqbic.com/PublicTally.php?id=1859
2025-06-19,Tex Fabric Sa,UY204027975,             ,Bultos,26,-70,ANEX-A1,Pendiente,,
2025-06-19,Compañia Bulk S.A.,SY250459176,TGHU-658014-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-19,Fedtex S.R.L,TWLE25040094,EGHU-968527-0,Contenedor,1,-60,PLZA,Pendiente,,
2025-06-19,Lift Van Int. Co S.A,LIFBUE25060003,TGHU-524470-6,Bultos,236,-40,NV3,Pendiente,1949,http://dassa.mqbic.com/PublicTally.php?id=1949
2025-06-19,Lift Van Int. Co S.A,LIFBUE25060003,TGHU-524470-6,Bultos,236,-40,NV3,Pendiente,1949,http://dassa.mqbic.com/PublicTally.php?id=1949
2025-06-19,Aceros Fb S.R.L.,JCCM32296,MRKU-292715-6,Bultos,1,-12,PA-A,Pendiente,1828,http://dassa.mqbic.com/PublicTally.php?id=1828
2025-06-19,Neumaticos Bisso Srl,QGD1660491,TEMU-867944-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-19,Pantografos Cam Cnc ...,2QEO5030619,PCIU-949715-6,Bultos,8,-17,PLZA,Pendiente,1950,http://dassa.mqbic.com/PublicTally.php?id=1950
2025-06-19,Xiadex Srl,GILNB250400992,CAIU-875488-4,Contenedor,1,0,PLZA,Pendiente,,
2025-06-19,Jupam Sa,TWLE25040096,EGSU-184158-0,Contenedor,1,-60,PLZA,Pendiente,,
2025-06-19,Jupam Sa,NB250358344,BSIU-810039-0,Contenedor,1,0,PLZA,Pendiente,,
2025-06-25,Dmc Import Group S.R...,TSSZ2504131,GAOU-724267-1,Contenedor,1,0,PLZA,09:31 Realizado,,
2025-03-05,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-05,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-05,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-05,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-05,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-10,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-03-10,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-03-10,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-10,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-10,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-10,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-10,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-18,Industrias Saladillo...,TPNGBSG24106033,TGBU-251863-2,Pallets,3,3,IB7,Pendiente,1164,http://dassa.mqbic.com/PublicTally.php?id=1164
2025-03-20,Grouport Srl,ONEYNBOE25891900,FSCU-582086-6,Cajas,125,8,NV1,Pendiente,1133,http://dassa.mqbic.com/PublicTally.php?id=1133
2025-03-20,Grouport Srl,ONEYNBOE25891900,FSCU-582086-6,Cajas,125,8,NV1,Pendiente,1133,http://dassa.mqbic.com/PublicTally.php?id=1133
2025-03-25,Industrias Saladillo...,TPNGBSG24106033,TGBU-251863-2,Pallets,3,3,IB7,Pendiente,1164,http://dassa.mqbic.com/PublicTally.php?id=1164
2025-03-25,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-03-25,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-03-25,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,13,15,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-03-25,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,13,15,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-03-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-03-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-04-09,Industrias Saladillo...,TPNGBSG24106033,TGBU-251863-2,Pallets,3,3,IB7,Pendiente,1164,http://dassa.mqbic.com/PublicTally.php?id=1164
2025-04-09,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-04-09,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-04-09,Industrias Saladillo...,TPNGBSG24126031,ZIMU-306705-4,Bultos,22,7,IB8,Pendiente,1427,http://dassa.mqbic.com/PublicTally.php?id=1427
2025-04-09,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-04-09,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-04-09,Industrias Saladillo...,TPNGBSG25016008,TLLU-254412-3,Pallets,11,12,IB8,Pendiente,1432,http://dassa.mqbic.com/PublicTally.php?id=1432
2025-04-09,Industrias Saladillo...,TPNGBSG25016008,TLLU-254412-3,Pallets,11,12,IB8,Pendiente,1432,http://dassa.mqbic.com/PublicTally.php?id=1432
2025-04-14,Daniel Berant,GSZBUE24100624,MSMU-809267-4,Bultos,212,7,NV1,Pendiente,1046,http://dassa.mqbic.com/PublicTally.php?id=1046
2025-04-21,Grouport Srl,TCNB2501427,CSNU-837822-9,Bultos,613,39,IB9,Pendiente,1462,http://dassa.mqbic.com/PublicTally.php?id=1462
2025-04-21,Daniel Berant,GSZBUE24100624,MSMU-809267-4,Bultos,212,7,NV1,Pendiente,1046,http://dassa.mqbic.com/PublicTally.php?id=1046
2025-04-24,Espert S.A.,DEBER208725-1,TRLU-906570-9,Bultos,64,20,NV5,Pendiente,1194,http://dassa.mqbic.com/PublicTally.php?id=1194
2025-04-24,Espert S.A.,DEBER208725-1,TRLU-906570-9,Bultos,64,20,NV5,Pendiente,1194,http://dassa.mqbic.com/PublicTally.php?id=1194
2025-05-05,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-05,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-05,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-05-05,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-05-05,Industrias Saladillo...,TPNGBSG25016008,TLLU-254412-3,Pallets,11,12,IB8,Pendiente,1432,http://dassa.mqbic.com/PublicTally.php?id=1432
2025-05-05,Industrias Saladillo...,TPNGBSG25016008,TLLU-254412-3,Pallets,11,12,IB8,Pendiente,1432,http://dassa.mqbic.com/PublicTally.php?id=1432
2025-05-12,Nikin Srl,245505799,MNBU-305157-7,Bultos,90,18,N1-11,Pendiente,1160,http://dassa.mqbic.com/PublicTally.php?id=1160
2025-05-23,Industrias Saladillo...,TPNGBSG24106033,TGBU-251863-2,Pallets,3,3,IB7,Pendiente,1164,http://dassa.mqbic.com/PublicTally.php?id=1164
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-05-23,Industrias Saladillo...,ONEYNB4IVF532600,TEMU-750540-6,Pallets,40,48,NV1,Pendiente,1231,http://dassa.mqbic.com/PublicTally.php?id=1231
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,13,15,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,13,15,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-05-23,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-05-23,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-06-06,Grouport Srl,TCQD2502142,DFSU-436305-5,Bultos,191,34,IB7,Pendiente,1806,http://dassa.mqbic.com/PublicTally.php?id=1806
2025-06-24,Jupam Sa,,TEMU-715682-9,Contenedor,1,0,PLZA,Pendiente,,
2025-06-25,Telamania Srl,,GAOU-721500-1,Contenedor,1,60,PLZA,Pendiente,,
2025-06-25,Industrias Saladillo...,TPNGBSG25016008,TLLU-254412-3,Pallets,11,12,IB8,Pendiente,1432,http://dassa.mqbic.com/PublicTally.php?id=1432
2025-06-25,Industrias Saladillo...,TPNGBSG25016008,TLLU-254412-3,Pallets,11,12,IB8,Pendiente,1432,http://dassa.mqbic.com/PublicTally.php?id=1432
2025-06-25,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,13,15,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-06-25,Industrias Saladillo...,TPNGBSG24126031,BMOU-274034-8,Pallets,13,15,ANEX-A1,Pendiente,1426,http://dassa.mqbic.com/PublicTally.php?id=1426
2025-06-25,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-06-25,Industrias Saladillo...,TPNGBSG24126014,GCXU-213925-6,Bultos,18,4,ANEX-A1,Pendiente,1323,http://dassa.mqbic.com/PublicTally.php?id=1323
2025-06-25,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-06-25,Industrias Saladillo...,TPNGBSG24116007,TIIU-640414-9,Pallets,9,10,ANEX-B2,Pendiente,1222,http://dassa.mqbic.com/PublicTally.php?id=1222
2025-06-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-06-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-06-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-06-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-06-25,Industrias Saladillo...,TPNGBSG24116024,ZCSU-877997-8,Pallets,10,10,ANEX-A1,Pendiente,1210,http://dassa.mqbic.com/PublicTally.php?id=1210
2025-06-25,Industrias Saladillo...,TPNGBSG24106033,TGBU-251863-2,Pallets,3,3,IB7,Pendiente,1164,http://dassa.mqbic.com/PublicTally.php?id=1164
2025-06-25,Lift Van Int. Co S.A,SSZ115051RCS,TLLU-831139-2,Bultos,110,22,NV2,Pendiente,1918,http://dassa.mqbic.com/PublicTally.php?id=1918
2025-06-25,Fantasia Cueros Srl,HDMUTSNM07489700,HDMU-555698-8,Pallets,20,39,IB8,Pendiente,1639,http://dassa.mqbic.com/PublicTally.php?id=1639
2025-06-25,La Tela Srl,,MRSU-480620-1,Contenedor,1,60,PLZA,Pendiente,,
2025-06-27,Grouport Srl,,FSCU-504825-9,Contenedor,1,60,PLZA,Pendiente,,
2025-06-27,Grupo Simpa Sa,,TCKU-293532-8,Contenedor,1,0,PLZA,Pendiente,,
2025-06-26,Caisen Srl,310GZH2504003A/B,MSKU-076976-8,Bultos,63,10,IB7,Pendiente,2011,http://dassa.mqbic.com/PublicTally.php?id=2011
2025-06-26,Caisen Srl,310GZH2504003A/B,MSKU-076976-8,Bultos,63,10,IB7,Pendiente,2011,http://dassa.mqbic.com/PublicTally.php?id=2011
2025-06-26,Unops,310GZH2504003A/B,MSKU-076976-8,Bultos,350,33,IB7,Pendiente,2011,http://dassa.mqbic.com/PublicTally.php?id=2011
2025-06-26,Unops,310GZH2504003A/B,MSKU-076976-8,Bultos,350,33,IB7,Pendiente,2011,http://dassa.mqbic.com/PublicTally.php?id=2011
