fecha_vto,aplicacion,adicional,debe,haber
2019-02-06,0003-00005820,                                        ,0.00,65303.70
2019-02-08,0003-00005834,MERCOVAN ARGENTINA SRL                  ,51991.28,0.00
2019-02-08,0003-00005834,                                        ,0.00,51991.28
2019-02-11,0003-00005839,MERCOVAN ARGENTINA SRL                  ,70107.40,0.00
2019-02-11,0003-00005839,                                        ,0.00,70107.40
2019-02-13,0003-00005845,MERCOVAN ARGENTINA SRL                  ,97749.85,0.00
2019-02-14,0003-00005868,MERCOVAN ARGENTINA SRL                  ,59048.00,0.00
2019-02-14,0003-00005869,MERCOVAN ARGENTINA SRL                  ,63621.80,0.00
2019-02-14,0003-00005870,MERCOVAN ARGENTINA SRL                  ,65303.70,0.00
2019-02-14,0003-00005871,MERCOVAN ARGENTINA SRL                  ,43763.28,0.00
2019-02-14,0003-00005872,MERCOVAN ARGENTINA SRL                  ,47117.40,0.00
2019-02-19,0003-00005891,MERCOVAN ARGENTINA SRL                  ,64202.60,0.00
2019-02-19,0003-00005892,MERCOVAN ARGENTINA SRL                  ,64686.60,0.00
2019-02-19,0003-00005893,MERCOVAN ARGENTINA SRL                  ,60354.80,0.00
2019-02-20,0003-00005895,MERCOVAN ARGENTINA SRL                  ,83623.10,0.00
2019-02-20,0003-00005896,MERCOVAN ARGENTINA SRL                  ,30250.00,0.00
2019-02-20,0003-00005897,MERCOVAN ARGENTINA SRL                  ,172836.40,0.00
2019-02-20,0003-00005897,                                        ,0.00,172836.40
2019-02-20,0003-00005896,                                        ,0.00,30250.00
2019-02-20,0003-00005895,                                        ,0.00,83623.10
2019-02-20,0003-00005893,                                        ,0.00,60354.80
2019-02-20,0003-00005892,                                        ,0.00,64686.60
2019-02-20,0003-00005891,                                        ,0.00,64202.60
2019-02-20,0003-00005872,                                        ,0.00,47117.40
2019-02-20,0003-00005871,                                        ,0.00,43763.28
2019-02-20,0003-00005870,                                        ,0.00,65303.70
2019-02-20,0003-00005869,                                        ,0.00,63621.80
2019-02-20,0003-00005868,                                        ,0.00,59048.00
2019-02-20,0003-00005899,MERCOVAN ARGENTINA SRL                  ,43284.12,0.00
2019-02-20,0003-00005899,                                        ,0.00,43284.12
2019-02-21,0003-00005907,MERCOVAN ARGENTINA SRL                  ,57305.60,0.00
2019-02-21,0003-00005907,                                        ,0.00,57305.60
2019-02-26,0003-00005946,MERCOVAN ARGENTINA SRL                  ,29911.20,0.00
2019-02-26,0003-00005947,MERCOVAN ARGENTINA SRL                  ,49731.00,0.00
2019-02-26,0003-00005947,                                        ,0.00,49731.00
2019-02-26,0003-00005946,                                        ,0.00,29911.20
2019-02-27,0003-00005951,MERCOVAN ARGENTINA SRL                  ,72757.30,0.00
2019-02-27,0003-00005951,                                        ,0.00,72757.30
2019-02-27,0003-00005958,MERCOVAN ARGENTINA SRL                  ,54604.88,0.00
2019-02-27,0003-00005961,MERCOVAN ARGENTINA SRL                  ,52840.70,0.00
2019-02-27,0003-00005962,MERCOVAN ARGENTINA SRL                  ,52949.60,0.00
2019-02-27,0003-00005962,                                        ,0.00,52949.60
2019-02-27,0003-00005961,                                        ,0.00,52840.70
2019-02-27,0003-00005958,                                        ,0.00,54604.88
2019-03-07,0003-00006040,MERCOVAN ARGENTINA SRL                  ,66683.10,0.00
2019-03-07,0003-00006041,MERCOVAN ARGENTINA SRL                  ,90338.60,0.00
2019-03-07,0003-00006042,MERCOVAN ARGENTINA SRL                  ,107036.60,0.00
2019-03-07,0003-00006043,MERCOVAN ARGENTINA SRL                  ,61516.40,0.00
2019-03-07,0003-00006040,                                        ,0.00,66683.10
2019-03-07,0003-00006044,MERCOVAN ARGENTINA SRL                  ,46028.40,0.00
2019-03-07,0003-00006045,MERCOVAN ARGENTINA SRL                  ,22748.00,0.00
2019-03-07,0003-00006041,                                        ,0.00,90338.60
2019-03-07,0003-00006042,                                        ,0.00,107036.60
2019-03-07,0003-00006043,                                        ,0.00,61516.40
2019-03-07,0003-00006051,MERCOVAN ARGENTINA SRL                  ,34800.00,0.00
2019-03-08,0003-00005845,                                        ,0.00,97749.85
2019-03-08,0003-00005775,                                        ,0.00,38599.00
2019-03-11,0003-00006045,                                        ,0.00,22748.00
2019-03-12,0003-00006067,MERCOVAN ARGENTINA SRL                  ,84840.00,0.00
2019-03-18,0003-00006094,MERCOVAN ARGENTINA SRL                  ,46518.45,0.00
2019-03-18,0003-00006094,MERCOVAN ARGENTINA SRL                  ,0.00,46518.45
2019-03-19,0003-00006103,MERCOVAN ARGENTINA SRL                  ,44242.44,0.00
2019-03-20,0003-00006103,                                        ,0.00,44242.44
2019-03-21,0003-00006133,MERCOVAN ARGENTINA SRL                  ,104500.00,0.00
2019-03-22,0003-00006152,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-03-22,0003-00006153,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-03-22,0003-00006154,MERCOVAN ARGENTINA SRL                  ,21035.85,0.00
2019-03-22,0003-00006155,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-03-22,0003-00006156,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-03-22,0003-00006156,                                        ,0.00,23062.60
2019-03-25,0003-00006165,MERCOVAN ARGENTINA SRL                  ,24720.30,0.00
2019-03-26,0003-00006172,MERCOVAN ARGENTINA SRL                  ,82900.00,0.00
2019-03-27,0003-00006181,MERCOVAN ARGENTINA SRL                  ,61201.80,0.00
2019-03-27,0003-00006186,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-03-27,0003-00006187,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-03-27,0003-00006187,                                        ,0.00,23062.60
2019-03-26,0003-00005763,                                        ,0.00,54256.40
2019-03-26,0003-00005797,                                        ,0.00,59060.10
2019-03-29,0003-00006201,MERCOVAN ARGENTINA SRL                  ,56174.25,0.00
2019-04-05,0003-00006227,MERCOVAN ARGENTINA SRL                  ,17286.06,0.00
2019-04-05,0003-00006232,MERCOVAN ARGENTINA SRL                  ,53294.45,0.00
2019-04-11,0003-00006253,MERCOVAN ARGENTINA SRL                  ,65690.90,0.00
2019-04-11,0003-00006254,MERCOVAN ARGENTINA SRL                  ,66392.70,0.00
2019-04-11,0003-00006255,MERCOVAN ARGENTINA SRL                  ,63544.60,0.00
2019-04-11,0003-00006256,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-04-11,0003-00006262,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-04-11,0003-00006265,MERCOVAN ARGENTINA SRL                  ,16123.25,0.00
2019-04-12,0003-00006265,                                        ,0.00,16123.25
2019-04-12,0003-00006227,                                        ,0.00,17286.06
2019-04-12,0003-00006262,                                        ,0.00,23062.60
2019-04-12,0003-00006256,                                        ,0.00,23062.60
2019-04-12,0003-00006270,MERCOVAN ARGENTINA SRL                  ,58067.90,0.00
2019-04-12,0003-00006271,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-04-12,0003-00006273,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-04-12,0003-00006282,MERCOVAN ARGENTINA SRL                  ,26214.65,0.00
2019-04-15,0003-00006286,MERCOVAN ARGENTINA SRL                  ,54413.70,0.00
2019-04-16,0003-00006273,                                        ,0.00,23062.60
2019-04-16,0003-00006186,                                        ,0.00,23062.60
2019-04-16,0003-00006290,MERCOVAN ARGENTINA SRL                  ,43600.00,0.00
2019-04-24,0003-00006334,MERCOVAN ARGENTINA SRL                  ,56882.10,0.00
2019-04-24,0003-00006335,MERCOVAN ARGENTINA SRL                  ,60221.70,0.00
2019-04-24,0003-00006336,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-04-24,0003-00006337,MERCOVAN ARGENTINA SRL                  ,51781.95,0.00
2019-04-24,0003-00006338,MERCOVAN ARGENTINA SRL                  ,54800.90,0.00
2019-04-24,0003-00006339,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-04-24,0003-00006271,                                        ,0.00,27975.20
2019-04-24,0003-00006339,                                        ,0.00,27975.20
2019-04-24,0003-00006336,                                        ,0.00,23062.60
2019-04-26,0003-00006358,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-04-26,0003-00006359,MERCOVAN ARGENTINA SRL                  ,70639.80,0.00
2019-04-26,0003-00006253,                                        ,0.00,65690.90
2019-04-29,0003-00006378,MERCOVAN ARGENTINA SRL                  ,19299.50,0.00
2019-04-29,0003-00006379,MERCOVAN ARGENTINA SRL                  ,17938.26,0.00
2019-04-29,0003-00006382,MERCOVAN ARGENTINA SRL                  ,34303.50,0.00
2019-04-29,0003-00006379,                                        ,0.00,17938.26
2019-04-30,0003-00006290,                                        ,0.00,43600.00
2019-04-30,0003-00006067,                                        ,0.00,84840.00
2019-04-30,0003-00006051,                                        ,0.00,34800.00
2019-05-02,0003-00006358,                                        ,0.00,23062.60
2019-05-02,0003-00006392,MERCOVAN ARGENTINA SRL                  ,49440.00,0.00
2019-05-02,0003-00006395,MERCOVAN ARGENTINA SRL                  ,55762.85,0.00
2019-05-03,0003-00006133,MERCOVAN ARGENTINA SRL                  ,0.00,104500.00
2019-05-06,0003-00006406,MERCOVAN ARGENTINA SRL                  ,28500.00,0.00
2019-05-10,0003-00006434,MERCOVAN ARGENTINA SRL                  ,53219.43,0.00
2019-05-10,0003-00006434,                                        ,0.00,53219.43
2019-05-10,0003-00006441,MERCOVAN ARGENTINA SRL                  ,56776.83,0.00
2019-05-10,0003-00006441,                                        ,0.00,56776.83
2019-05-10,0003-00006044,                                        ,0.00,46028.40
2019-05-10,0003-00006153,                                        ,0.00,27975.20
2019-05-10,0003-00006152,                                        ,0.00,27975.20
2019-05-10,0003-00006154,                                        ,0.00,21035.85
2019-05-10,0003-00006155,                                        ,0.00,23062.60
2019-05-10,0003-00006181,                                        ,0.00,61201.80
2019-05-10,0003-00006201,                                        ,0.00,56174.25
2019-05-10,0003-00006232,                                        ,0.00,53294.45
2019-05-10,0003-00006254,                                        ,0.00,66392.70
2019-05-10,0003-00006255,                                        ,0.00,63544.60
2019-05-10,0003-00006270,                                        ,0.00,58067.90
2019-05-10,0003-00006282,                                        ,0.00,26214.65
2019-05-10,0003-00006286,                                        ,0.00,54413.70
2019-05-10,0003-00006172,MERCOVAN ARGENTINA SRL                  ,0.00,82900.00
2019-05-14,0003-00006453,MERCOVAN ARGENTINA SRL                  ,45900.01,0.00
2019-05-15,0003-00006481,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-05-15,0003-00006482,MERCOVAN ARGENTINA SRL                  ,18705.39,0.00
2019-05-15,0003-00006483,MERCOVAN ARGENTINA SRL                  ,41588.91,0.00
2019-05-15,0003-00006484,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-05-16,0003-00006482,                                        ,0.00,18705.39
2019-05-20,0003-00006527,MERCOVAN ARGENTINA SRL                  ,55560.01,0.00
2019-05-20,0003-00006529,MERCOVAN ARGENTINA SRL                  ,92200.79,0.00
2019-05-21,0003-00006530,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-05-21,0003-00006530,                                        ,0.00,23062.60
2019-05-21,0003-00006484,                                        ,0.00,23062.60
2019-05-22,0003-00006552,MERCOVAN ARGENTINA SRL                  ,231001.10,0.00
2019-05-23,0003-00006165,                                        ,0.00,24720.30
2019-05-24,0003-00006564,MERCOVAN ARGENTINA SRL                  ,114732.20,0.00
2019-05-24,0003-00006576,MERCOVAN ARGENTINA SRL                  ,17545.00,0.00
2019-05-28,0003-00006334,                                        ,0.00,56882.10
2019-05-28,0003-00006337,                                        ,0.00,51781.95
2019-05-28,0003-00006338,                                        ,0.00,54800.90
2019-05-30,0003-00006591,MERCOVAN ARGENTINA SRL                  ,60427.40,0.00
2019-05-30,0003-00006593,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-05-30,0003-00006594,MERCOVAN ARGENTINA SRL                  ,56791.35,0.00
2019-05-30,0003-00006593,                                        ,0.00,23062.60
2019-05-31,0003-00006395,                                        ,0.00,55762.85
2019-06-03,0003-00006629,MERCOVAN ARGENTINA SRL                  ,91000.00,0.00
2019-06-03,0003-00006630,MERCOVAN ARGENTINA SRL                  ,37510.00,0.00
2019-06-03,0003-00006631,MERCOVAN ARGENTINA SRL                  ,63906.15,0.00
2019-05-22,0003-00006552,                                        ,0.00,231001.10
2019-05-21,0003-00006529,                                        ,0.00,92200.79
2019-05-21,0003-00006527,                                        ,0.00,55560.01
2019-05-10,0003-00006453,                                        ,0.00,45900.01
2019-05-03,0003-00006392,                                        ,0.00,49440.00
2019-05-07,0003-00006406,                                        ,0.00,28500.00
2019-06-06,0003-00006629,                                        ,0.00,91000.00
2019-06-06,0003-00006670,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-06-06,0003-00006670,                                        ,0.00,23062.60
2019-06-19,0003-00006692,MERCOVAN ARGENTINA SRL                  ,53978.10,0.00
2019-06-19,0003-00006693,MERCOVAN ARGENTINA SRL                  ,53978.10,0.00
2019-06-19,0003-00006708,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-06-19,0003-00006725,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-06-19,0003-00006726,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-06-19,0003-00006727,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-06-19,0003-00006728,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-06-19,0003-00006729,MERCOVAN ARGENTINA SRL                  ,62508.60,0.00
2019-06-19,0003-00006730,MERCOVAN ARGENTINA SRL                  ,62508.60,0.00
2019-06-19,0003-00006731,MERCOVAN ARGENTINA SRL                  ,42350.00,0.00
2019-06-19,0003-00006732,MERCOVAN ARGENTINA SRL                  ,72963.00,0.00
2019-06-21,0003-00006728,                                        ,0.00,23062.60
2019-06-25,0003-00006591,                                        ,0.00,60427.40
2019-06-25,0003-00006359,                                        ,0.00,70639.80
2019-06-25,0003-00006594,                                        ,0.00,56791.35
2019-06-25,0003-00006630,                                        ,0.00,37510.00
2019-06-25,0003-00006631,                                        ,0.00,63906.15
2019-06-26,0003-00006564,                                        ,0.00,114732.20
2019-06-26,0003-00006749,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-06-26,0003-00006750,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-06-26,0003-00006749,                                        ,0.00,27975.20
2019-06-26,0003-00006725,                                        ,0.00,27975.20
2019-06-26,0003-00006726,                                        ,0.00,27975.20
2019-06-26,0003-00006727,                                        ,0.00,23062.60
2019-06-26,0003-00006750,                                        ,0.00,23062.60
2019-06-26,0003-00006754,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-06-26,0003-00006754,                                        ,0.00,27975.20
2019-06-26,0003-00006692,                                        ,0.00,53978.10
2019-06-26,0003-00006693,                                        ,0.00,53978.10
2019-06-27,0003-00006732,                                        ,0.00,72963.00
2019-06-27,0003-00006708,                                        ,0.00,23062.60
2019-07-02,0003-00006804,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-02,0003-00006805,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-03,0003-00006833,MERCOVAN ARGENTINA SRL                  ,46193.20,0.00
2019-07-03,0003-00006834,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-03,0003-00006834,                                        ,0.00,23062.60
2019-07-03,0003-00006835,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-03,0003-00006838,MERCOVAN ARGENTINA SRL                  ,26922.50,0.00
2019-07-05,0003-00006848,MERCOVAN ARGENTINA SRL                  ,71704.60,0.00
2019-07-10,0003-00006838,                                        ,0.00,26922.50
2019-07-16,0003-00006890,MERCOVAN ARGENTINA SRL                  ,54988.45,0.00
2019-07-19,0003-00006916,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-19,0003-00006916,                                        ,0.00,23062.60
2019-07-19,0003-00006920,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-07-22,0003-00006947,MERCOVAN ARGENTINA SRL                  ,21501.71,0.00
2019-07-22,0003-00006947,                                        ,0.00,21501.71
2019-07-22,0003-00006835,                                        ,0.00,23062.60
2019-07-22,0003-00006920,                                        ,0.00,27975.20
2019-07-22,0003-00006950,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-24,0003-00006950,                                        ,0.00,23062.60
2019-07-24,0003-00006972,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-24,0003-00006972,                                        ,0.00,23062.60
2019-07-25,0003-00006979,MERCOVAN ARGENTINA SRL                  ,26400.00,0.00
2019-07-25,0003-00006979,                                        ,0.00,26400.00
2019-07-25,0003-00006335,                                        ,0.00,60221.70
2019-07-26,0003-00006986,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-07-26,0003-00006986,                                        ,0.00,23062.60
2019-08-02,0003-00007034,MERCOVAN ARGENTINA SRL                  ,26620.00,0.00
2019-08-02,0003-00007043,MERCOVAN ARGENTINA SRL                  ,67590.60,0.00
2019-08-08,0003-00007070,MERCOVAN ARGENTINA SRL                  ,59755.85,0.00
2019-08-08,0003-00007071,MERCOVAN ARGENTINA SRL                  ,59755.85,0.00
2019-08-08,0003-00007072,MERCOVAN ARGENTINA SRL                  ,62720.35,0.00
2019-08-08,0003-00007073,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-08,0003-00007073,                                        ,0.00,23062.60
2019-08-08,0003-00007074,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-08-08,0003-00007075,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-08-08,0003-00007076,MERCOVAN ARGENTINA SRL                  ,61976.20,0.00
2019-08-14,0003-00007125,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-14,0003-00006378,                                        ,0.00,19299.50
2019-08-14,0003-00006382,                                        ,0.00,34303.50
2019-08-14,0003-00006481,                                        ,0.00,23062.60
2019-08-14,0003-00006483,                                        ,0.00,41588.91
2019-08-14,0003-00006576,                                        ,0.00,17545.00
2019-08-14,0003-00006729,                                        ,0.00,62508.60
2019-08-14,0003-00006730,                                        ,0.00,62508.60
2019-08-14,0003-00006731,                                        ,0.00,42350.00
2019-08-14,0003-00006804,                                        ,0.00,23062.60
2019-08-14,0003-00006805,                                        ,0.00,23062.60
2019-08-14,0003-00006833,                                        ,0.00,46193.20
2019-08-14,0003-00006848,                                        ,0.00,71704.60
2019-08-14,0003-00006890,                                        ,0.00,54988.45
2019-08-14,0003-00007130,MERCOVAN ARGENTINA SRL                  ,58436.95,0.00
2019-08-14,0003-00007074,                                        ,0.00,27975.20
2019-08-14,0003-00007075,                                        ,0.00,27975.20
2019-08-15,0003-00007132,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-15,0003-00007132,                                        ,0.00,23062.60
2019-08-15,0003-00007141,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-15,0003-00007144,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-15,0003-00007147,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-15,0003-00007149,MERCOVAN ARGENTINA SRL                  ,55272.80,0.00
2019-08-23,0003-00007185,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-08-23,0003-00007144,                                        ,0.00,23062.60
2019-08-23,0003-00007147,                                        ,0.00,23062.60
2019-08-26,0003-00007203,MERCOVAN ARGENTINA SRL                  ,5537.57,0.00
2019-08-28,0003-00007222,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-08-28,0003-00007223,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-08-29,0003-00007243,MERCOVAN ARGENTINA SRL                  ,57680.70,0.00
2019-08-30,0003-00007203,                                        ,0.00,5537.57
2019-08-30,0003-00007265,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-03,0003-00007277,MERCOVAN ARGENTINA SRL                  ,34800.00,0.00
2019-09-03,0003-00007284,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-03,0003-00007284,                                        ,0.00,23062.60
2019-09-03,0003-00007287,MERCOVAN ARGENTINA SRL                  ,37100.00,0.00
2019-09-03,0003-00007287,                                        ,0.00,37100.00
2019-09-03,0003-00007288,MERCOVAN ARGENTINA SRL                  ,61734.20,0.00
2019-09-02,0003-00007034,                                        ,0.00,26620.00
2019-09-02,0003-00007070,                                        ,0.00,59755.85
2019-09-02,0003-00007043,                                        ,0.00,67590.60
2019-09-02,0003-00007071,                                        ,0.00,59755.85
2019-09-02,0003-00007072,                                        ,0.00,62720.35
2019-09-02,0003-00007076,                                        ,0.00,61976.20
2019-09-02,0003-00007125,                                        ,0.00,23062.60
2019-09-02,0003-00007130,                                        ,0.00,58436.95
2019-09-02,0003-00007149,                                        ,0.00,55272.80
2019-09-02,0003-00007141,                                        ,0.00,23062.60
2019-09-02,0003-00007185,                                        ,0.00,27975.20
2019-09-02,0003-00007222,                                        ,0.00,27975.20
2019-09-02,0003-00007223,                                        ,0.00,23062.60
2019-09-02,0003-00007243,                                        ,0.00,57680.70
2019-09-02,0003-00007265,                                        ,0.00,27975.20
2019-09-05,0003-00007306,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-05,0003-00007307,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-05,0003-00007308,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-05,0003-00007309,MERCOVAN ARGENTINA SRL                  ,60469.75,0.00
2019-09-05,0003-00007308,                                        ,0.00,27975.20
2019-09-05,0003-00007307,                                        ,0.00,23062.60
2019-09-05,0003-00007306,                                        ,0.00,23062.60
2019-09-05,0003-00007310,MERCOVAN ARGENTINA SRL                  ,73011.40,0.00
2019-09-05,0003-00007311,MERCOVAN ARGENTINA SRL                  ,55133.65,0.00
2019-09-05,0003-00007312,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-05,0003-00007312,                                        ,0.00,23062.60
2019-09-06,0003-00007326,MERCOVAN ARGENTINA SRL                  ,59574.35,0.00
2019-09-06,0003-00007327,MERCOVAN ARGENTINA SRL                  ,63573.40,0.00
2019-09-10,0003-00007341,MERCOVAN ARGENTINA SRL                  ,34303.50,0.00
2019-09-10,0003-00007341,                                        ,0.00,34303.50
2019-09-10,0003-00007353,MERCOVAN ARGENTINA SRL                  ,58685.00,0.00
2019-09-11,0003-00007277,                                        ,0.00,34800.00
2019-09-12,0003-00007378,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-13,0003-00007385,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-13,0003-00007378,                                        ,0.00,23062.60
2019-09-17,0003-00007419,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-17,0003-00007419,                                        ,0.00,27975.20
2019-09-17,0003-00007327,                                        ,0.00,63573.40
2019-09-17,0003-00007311,                                        ,0.00,55133.65
2019-09-17,0003-00007430,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-17,0003-00007431,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-17,0003-00007432,MERCOVAN ARGENTINA SRL                  ,117079.60,0.00
2019-09-18,0003-00007455,MERCOVAN ARGENTINA SRL                  ,299420.55,0.00
2019-09-18,0003-00007455,                                        ,0.00,299420.55
2019-09-19,0003-00007457,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-19,0003-00007457,                                        ,0.00,27975.20
2019-09-19,0003-00007430,                                        ,0.00,27975.20
2017-09-30,0003-00001000,                                        ,0.00,84355.57
2017-09-30,0002-00000826,                                        ,0.00,28365.03
2017-09-30,0002-00000827,                                        ,0.00,49662.03
2017-09-30,0002-00000836,                                        ,0.00,38243.87
2017-09-30,0003-00000196,                                        ,0.00,2420.00
2017-09-30,0003-00000474,                                        ,0.00,13794.00
2019-09-19,0003-00007432,                                        ,0.00,117079.60
2019-09-19,0003-00007309,                                        ,0.00,60469.75
2019-09-19,0003-00007353,                                        ,0.00,58685.00
2016-12-16,0003-00008001,                                        ,0.00,72151.71
2018-07-30,0003-00008001,                                        ,0.00,100.00
2017-03-08,0003-00008001,                                        ,0.00,4299.80
2018-04-06,0003-00008001,                                        ,0.00,68607.00
2019-09-19,0003-00007288,                                        ,0.00,61734.20
2019-09-19,0003-00007310,                                        ,0.00,73011.40
2019-09-19,0003-00007326,                                        ,0.00,59574.35
2019-09-25,0003-00007510,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-25,0003-00007511,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-25,0003-00007512,MERCOVAN ARGENTINA SRL                  ,61183.65,0.00
2019-09-25,0003-00007513,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-25,0003-00007514,MERCOVAN ARGENTINA SRL                  ,27975.20,0.00
2019-09-25,0003-00007515,MERCOVAN ARGENTINA SRL                  ,61183.65,0.00
2019-09-25,0003-00007514,                                        ,0.00,27975.20
2019-09-25,0003-00007519,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-26,0003-00007534,MERCOVAN ARGENTINA SRL                  ,61274.40,0.00
2019-09-26,0003-00007510,                                        ,0.00,27975.20
2019-09-26,0003-00007519,                                        ,0.00,23062.60
2019-09-26,0003-00007511,                                        ,0.00,27975.20
2019-09-27,0003-00007554,MERCOVAN ARGENTINA SRL                  ,63900.10,0.00
2019-09-27,0003-00007555,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-09-27,0003-00007555,                                        ,0.00,23062.60
2019-09-27,0003-00007556,MERCOVAN ARGENTINA SRL                  ,17659.96,0.00
2019-10-01,0003-00007575,MERCOVAN ARGENTINA SRL                  ,86200.40,0.00
2019-10-01,0003-00007576,MERCOVAN ARGENTINA SRL                  ,68135.10,0.00
2019-10-01,0003-00007589,MERCOVAN ARGENTINA SRL                  ,63422.15,0.00
2019-10-02,0003-00007589,                                        ,0.00,63422.15
2019-10-04,0003-00007606,MERCOVAN ARGENTINA SRL                  ,89713.27,0.00
2019-10-04,0003-00007607,MERCOVAN ARGENTINA SRL                  ,58382.50,0.00
2019-10-04,0003-00007608,MERCOVAN ARGENTINA SRL                  ,55714.45,0.00
2019-10-04,0003-00007609,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-10-04,0003-00007609,MERCOVAN ARGENTINA SRL                  ,0.00,23062.60
2019-10-04,0003-00007608,                                        ,0.00,55714.45
2019-10-04,0003-00007611,MERCOVAN ARGENTINA SRL                  ,56010.90,0.00
2019-10-04,0003-00007611,                                        ,0.00,56010.90
2019-10-04,0003-00007607,                                        ,0.00,58382.50
2019-10-04,0003-00007612,MERCOVAN ARGENTINA SRL                  ,65799.80,0.00
2019-10-04,0003-00007612,                                        ,0.00,65799.80
2019-10-04,0003-00007576,                                        ,0.00,68135.10
2019-10-10,0003-00007668,MERCOVAN ARGENTINA SRL                  ,58830.20,0.00
2019-10-11,0003-00007668,                                        ,0.00,58830.20
2019-10-11,0003-00007705,MERCOVAN ARGENTINA SRL                  ,66187.00,0.00
2019-10-11,0003-00007706,MERCOVAN ARGENTINA SRL                  ,67868.90,0.00
2019-10-15,0003-00007717,MERCOVAN ARGENTINA SRL                  ,23062.60,0.00
2019-10-15,0003-00007717,                                        ,0.00,23062.60
2019-10-16,0003-00007534,                                        ,0.00,61274.40
2019-10-16,0003-00007515,                                        ,0.00,61183.65
2019-10-17,0003-00007759,MERCOVAN ARGENTINA SRL                  ,63125.70,0.00
2019-10-17,0003-00007760,MERCOVAN ARGENTINA SRL                  ,146174.05,0.00
