fecha_vto,aplicacion,adicional,debe,haber
2017-09-28,0003-00002006,                                        ,0.00,30903.40
2017-09-28,0003-00002014,                                        ,0.00,30250.00
2017-09-28,0003-00002024,                                        ,0.00,30250.00
2017-09-28,0003-00002033,                                        ,0.00,30032.20
2017-09-28,0003-00002035,                                        ,0.00,14278.00
2017-09-28,0003-00002039,                                        ,0.00,38713.95
2017-09-28,0003-00002043,                                        ,0.00,28822.20
2017-09-28,0003-00002063,                                        ,0.00,32500.60
2017-09-28,0003-00002064,                                        ,0.00,30129.00
2017-09-28,0003-00002078,                                        ,0.00,11374.00
2017-09-28,0003-00002079,                                        ,0.00,11374.00
2017-09-28,0003-00002082,                                        ,0.00,31145.40
2017-09-28,0003-00002085,                                        ,0.00,13794.00
2017-09-28,0003-00002086,                                        ,0.00,11374.00
2017-09-28,0003-00002087,                                        ,0.00,37219.60
2017-09-28,0003-00002101,                                        ,0.00,36330.25
2017-09-28,0003-00002097,                                        ,0.00,29838.60
2017-09-29,0003-00002129,MERCOVAN ARGENTINA SRL                  ,11374.00,0.00
2017-09-29,0003-00002134,MERCOVAN ARGENTINA SRL                  ,32040.80,0.00
2017-09-29,0003-00002136,MERCOVAN ARGENTINA SRL                  ,31290.60,0.00
2017-10-05,0003-00002153,MERCOVAN ARGENTINA SRL                  ,31738.30,0.00
2017-10-05,0003-00002156,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-10-06,0003-00002174,MERCOVAN ARGENTINA SRL                  ,38998.30,0.00
2017-10-06,0003-00002175,MERCOVAN ARGENTINA SRL                  ,38411.45,0.00
2017-10-06,0003-00002176,MERCOVAN ARGENTINA SRL                  ,38217.85,0.00
2017-10-12,0003-00002207,MERCOVAN ARGENTINA SRL                  ,34678.60,0.00
2017-10-12,0003-00002208,MERCOVAN ARGENTINA SRL                  ,20418.75,0.00
2017-10-13,0003-00002218,MERCOVAN ARGENTINA SRL                  ,42036.61,0.00
2017-10-13,0003-00002225,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-10-14,0003-00000163,                                        ,0.00,11374.00
2017-10-14,0003-00000166,                                        ,0.00,29590.55
2017-10-14,0003-00000167,                                        ,0.00,29862.80
2017-10-14,0003-00000168,                                        ,0.00,31169.60
2017-10-14,0003-00000188,                                        ,0.00,9341.20
2017-10-14,0003-00000189,                                        ,0.00,30516.20
2017-10-14,0003-00000190,                                        ,0.00,29493.75
2017-10-14,0003-00000191,                                        ,0.00,30419.40
2017-10-14,0003-00000193,                                        ,0.00,16940.00
2017-10-14,0003-00000195,                                        ,0.00,11374.00
2017-10-14,0003-00000203,                                        ,0.00,31702.00
2017-10-14,0003-00000207,                                        ,0.00,41164.20
2017-10-14,0003-00000215,                                        ,0.00,52998.00
2017-10-14,0003-00000221,                                        ,0.00,25700.40
2017-10-14,0003-00000222,                                        ,0.00,25410.00
2017-10-14,0003-00000238,                                        ,0.00,33710.60
2017-10-14,0003-00000240,                                        ,0.00,20657.12
2017-10-17,0003-00002107,                                        ,0.00,34122.00
2017-10-17,0003-00002115,                                        ,0.00,11374.00
2017-10-17,0003-00002116,                                        ,0.00,11374.00
2017-10-17,0003-00002129,                                        ,0.00,11374.00
2017-10-17,0003-00002134,                                        ,0.00,32040.80
2017-10-17,0003-00002136,                                        ,0.00,31290.60
2017-10-17,0003-00002153,                                        ,0.00,31738.30
2017-10-17,0003-00002156,                                        ,0.00,13080.10
2017-10-17,0003-00002227,MERCOVAN ARGENTINA SRL                  ,45423.40,0.00
2017-10-17,0003-00002230,MERCOVAN ARGENTINA SRL                  ,61949.58,0.00
2017-10-18,0003-00002235,MERCOVAN ARGENTINA SRL                  ,33674.30,0.00
2017-10-19,0003-00002247,MERCOVAN ARGENTINA SRL                  ,17335.67,0.00
2017-10-20,0003-00002257,MERCOVAN ARGENTINA SRL                  ,34926.65,0.00
2017-10-20,0003-00002262,MERCOVAN ARGENTINA SRL                  ,12814.67,0.00
2017-10-24,0003-00002280,MERCOVAN ARGENTINA SRL                  ,39379.45,0.00
2017-10-25,0003-00002297,MERCOVAN ARGENTINA SRL                  ,41539.30,0.00
2017-10-25,0003-00002298,MERCOVAN ARGENTINA SRL                  ,37987.95,0.00
2017-10-25,0003-00002299,MERCOVAN ARGENTINA SRL                  ,36729.55,0.00
2017-10-25,0003-00002304,MERCOVAN ARGENTINA SRL                  ,39675.90,0.00
2017-10-26,0003-00002262,                                        ,0.00,12814.67
2017-10-26,0003-00002257,                                        ,0.00,34926.65
2017-10-26,0003-00002247,                                        ,0.00,17335.67
2017-10-26,0003-00002235,                                        ,0.00,33674.30
2017-10-26,0003-00002230,                                        ,0.00,61949.58
2017-10-26,0003-00002227,                                        ,0.00,45423.40
2017-10-26,0003-00002225,                                        ,0.00,13080.10
2017-10-26,0003-00002218,                                        ,0.00,42036.61
2017-10-26,0003-00002208,                                        ,0.00,20418.75
2017-10-26,0003-00002207,                                        ,0.00,34678.60
2017-10-26,0003-00002176,                                        ,0.00,38217.85
2017-10-26,0003-00002175,                                        ,0.00,38411.45
2017-10-26,0003-00002174,                                        ,0.00,38998.30
2017-10-30,0003-00002323,MERCOVAN ARGENTINA SRL                  ,38266.25,0.00
2017-10-30,0003-00002327,MERCOVAN ARGENTINA SRL                  ,41097.65,0.00
2017-11-03,0003-00002382,MERCOVAN ARGENTINA SRL                  ,34212.75,0.00
2017-11-03,0003-00002384,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-11-03,0003-00002395,MERCOVAN ARGENTINA SRL                  ,37310.35,0.00
2017-11-03,0003-00002399,MERCOVAN ARGENTINA SRL                  ,36596.45,0.00
2017-11-03,0003-00002280,                                        ,0.00,39379.45
2017-11-03,0003-00002297,                                        ,0.00,41539.30
2017-11-03,0003-00002298,                                        ,0.00,37987.95
2017-11-03,0003-00002299,                                        ,0.00,36729.55
2017-11-03,0003-00002304,                                        ,0.00,39675.90
2017-11-03,0003-00002323,                                        ,0.00,38266.25
2017-11-03,0003-00002327,                                        ,0.00,41097.65
2017-11-06,0003-00002413,MERCOVAN ARGENTINA SRL                  ,38423.55,0.00
2017-11-06,0003-00002415,MERCOVAN ARGENTINA SRL                  ,39101.15,0.00
2017-11-06,0003-00002417,MERCOVAN ARGENTINA SRL                  ,3872.00,0.00
2017-11-08,0003-00002432,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2017-11-08,0003-00002444,MERCOVAN ARGENTINA SRL                  ,13068.00,0.00
2017-11-09,0003-00002417,MERCOVAN ARGENTINA SRL                  ,0.00,3872.00
2017-11-09,0003-00002450,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-11-09,0003-00002451,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-11-09,0003-00002384,MERCOVAN ARGENTINA SRL                  ,0.00,13080.10
2017-11-09,0003-00002457,MERCOVAN ARGENTINA SRL                  ,36935.25,0.00
2017-11-09,0003-00002462,MERCOVAN ARGENTINA SRL                  ,36935.25,0.00
2017-11-09,0003-00002463,MERCOVAN ARGENTINA SRL                  ,48182.20,0.00
2017-11-09,0003-00002466,MERCOVAN ARGENTINA SRL                  ,11343.75,0.00
2017-11-09,0003-00002467,MERCOVAN ARGENTINA SRL                  ,33498.85,0.00
2017-11-10,0003-00002466,MERCOVAN ARGENTINA SRL                  ,0.00,11343.75
2017-11-13,0003-00002489,MERCOVAN ARGENTINA SRL                  ,36935.25,0.00
2017-11-10,0003-00002444,                                        ,0.00,13068.00
2017-11-10,0003-00002432,                                        ,0.00,15863.10
2017-11-10,0003-00002415,                                        ,0.00,39101.15
2017-11-10,0003-00002413,                                        ,0.00,38423.55
2017-11-10,0003-00002399,                                        ,0.00,36596.45
2017-11-10,0003-00002395,                                        ,0.00,37310.35
2017-11-10,0003-00002382,                                        ,0.00,34212.75
2017-11-13,0003-00002496,MERCOVAN ARGENTINA SRL                  ,48998.95,0.00
2017-11-14,0003-00002507,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-11-14,0003-00002509,MERCOVAN ARGENTINA SRL                  ,36790.05,0.00
2017-11-15,0003-00002518,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2017-11-16,0003-00002520,MERCOVAN ARGENTINA SRL                  ,25194.02,0.00
2017-11-16,0003-00002534,MERCOVAN ARGENTINA SRL                  ,38738.15,0.00
2017-11-16,0003-00002539,MERCOVAN ARGENTINA SRL                  ,34854.05,0.00
2017-11-17,0003-00002547,MERCOVAN ARGENTINA SRL                  ,34660.45,0.00
2017-11-22,0003-00002582,MERCOVAN ARGENTINA SRL                  ,36983.65,0.00
2017-11-22,0003-00002584,MERCOVAN ARGENTINA SRL                  ,34896.40,0.00
2017-11-22,0003-00002587,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2017-11-23,0003-00002590,MERCOVAN ARGENTINA SRL                  ,48091.45,0.00
2017-11-24,0003-00002608,MERCOVAN ARGENTINA SRL                  ,46524.50,0.00
2017-11-24,0003-00002609,MERCOVAN ARGENTINA SRL                  ,12190.75,0.00
2017-11-24,0003-00002451,                                        ,0.00,13080.10
2017-11-24,0003-00002457,                                        ,0.00,36935.25
2017-11-24,0003-00002462,                                        ,0.00,36935.25
2017-11-24,0003-00002463,                                        ,0.00,48182.20
2017-11-24,0003-00002467,                                        ,0.00,33498.85
2017-11-24,0003-00002489,                                        ,0.00,36935.25
2017-11-24,0003-00002496,                                        ,0.00,48998.95
2017-11-24,0003-00002507,                                        ,0.00,13080.10
2017-11-24,0003-00002509,                                        ,0.00,36790.05
2017-11-24,0003-00002518,                                        ,0.00,15863.10
2017-11-27,0003-00002621,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-11-28,0003-00002634,MERCOVAN ARGENTINA SRL                  ,12826.00,0.00
2017-11-28,0003-00002635,MERCOVAN ARGENTINA SRL                  ,19481.00,0.00
2017-11-29,0003-00002655,MERCOVAN ARGENTINA SRL                  ,35180.75,0.00
2017-11-30,0003-00002662,MERCOVAN ARGENTINA SRL                  ,68607.00,0.00
2017-12-01,0003-00002665,MERCOVAN ARGENTINA SRL                  ,40468.45,0.00
2017-12-01,0003-00002670,MERCOVAN ARGENTINA SRL                  ,37975.85,0.00
2017-12-01,0003-00002675,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-12-04,0003-00002690,MERCOVAN ARGENTINA SRL                  ,39446.00,0.00
2017-12-04,0003-00002691,MERCOVAN ARGENTINA SRL                  ,38366.08,0.00
2017-12-04,0003-00002692,MERCOVAN ARGENTINA SRL                  ,35434.85,0.00
2017-12-04,0003-00002635,                                        ,0.00,19481.00
2017-12-04,0003-00002634,                                        ,0.00,12826.00
2017-12-04,0003-00002621,                                        ,0.00,13080.10
2017-12-04,0003-00002609,                                        ,0.00,12190.75
2017-12-04,0003-00002608,                                        ,0.00,46524.50
2017-12-04,0003-00002590,                                        ,0.00,48091.45
2017-12-04,0003-00002587,                                        ,0.00,15863.10
2017-12-04,0003-00002584,                                        ,0.00,34896.40
2017-12-04,0003-00002582,                                        ,0.00,36983.65
2017-12-04,0003-00002547,                                        ,0.00,34660.45
2017-12-04,0003-00002539,                                        ,0.00,34854.05
2017-12-04,0003-00002534,                                        ,0.00,38738.15
2017-12-04,0003-00002520,                                        ,0.00,25194.02
2017-12-06,0003-00002720,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-12-07,0003-00002742,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-12-12,0003-00002762,MERCOVAN ARGENTINA SRL                  ,37195.40,0.00
2017-12-13,0003-00002776,MERCOVAN ARGENTINA SRL                  ,47740.55,0.00
2017-12-15,0003-00002790,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2017-12-18,0003-00002797,MERCOVAN ARGENTINA SRL                  ,43166.75,0.00
2017-12-18,0003-00002798,MERCOVAN ARGENTINA SRL                  ,58274.81,0.00
2017-12-19,0003-00002450,                                        ,0.00,13080.10
2017-12-19,0003-00002655,                                        ,0.00,35180.75
2017-12-19,0003-00002665,                                        ,0.00,40468.45
2017-12-19,0003-00002670,                                        ,0.00,37975.85
2017-12-19,0003-00002675,                                        ,0.00,13080.10
2017-12-19,0003-00002690,                                        ,0.00,39446.00
2017-12-19,0003-00002691,                                        ,0.00,38366.08
2017-12-19,0003-00002692,                                        ,0.00,35434.85
2017-12-19,0003-00002720,                                        ,0.00,13080.10
2017-12-19,0003-00002742,                                        ,0.00,13080.10
2017-12-20,0003-00002816,MERCOVAN ARGENTINA SRL                  ,27288.53,0.00
2017-12-20,0003-00002662,MERCOVAN ARGENTINA SRL                  ,0.00,68607.00
2017-12-20,0003-00002825,MERCOVAN ARGENTINA SRL                  ,38925.70,0.00
2017-12-21,0003-00002830,MERCOVAN ARGENTINA SRL                  ,35247.30,0.00
2017-12-22,0003-00002841,MERCOVAN ARGENTINA SRL                  ,43553.95,0.00
2017-12-22,0003-00002842,MERCOVAN ARGENTINA SRL                  ,42900.55,0.00
2017-12-28,0003-00002870,MERCOVAN ARGENTINA SRL                  ,41146.05,0.00
2017-12-29,0003-00002893,MERCOVAN ARGENTINA SRL                  ,96237.35,0.00
2018-01-02,0003-00002902,MERCOVAN ARGENTINA SRL                  ,34666.50,0.00
2018-01-02,0003-00002909,MERCOVAN ARGENTINA SRL                  ,34085.70,0.00
2018-01-02,0003-00002914,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-01-05,0003-00002932,MERCOVAN ARGENTINA SRL                  ,36989.70,0.00
2018-01-05,0003-00002870,                                        ,0.00,41146.05
2018-01-05,0003-00002842,                                        ,0.00,42900.55
2018-01-05,0003-00002841,                                        ,0.00,43553.95
2018-01-05,0003-00002830,                                        ,0.00,35247.30
2018-01-05,0003-00002825,                                        ,0.00,38925.70
2018-01-05,0003-00002816,                                        ,0.00,27288.53
2018-01-05,0003-00002798,                                        ,0.00,58274.81
2018-01-05,0003-00002797,                                        ,0.00,43166.75
2018-01-05,0003-00002790,                                        ,0.00,13080.10
2018-01-05,0003-00002776,                                        ,0.00,47740.55
2018-01-05,0003-00002762,                                        ,0.00,37195.40
2018-01-08,0003-00002949,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-01-09,0003-00002957,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-01-11,0003-00002977,MERCOVAN ARGENTINA SRL                  ,9196.00,0.00
2018-01-12,0003-00002982,MERCOVAN ARGENTINA SRL                  ,52883.05,0.00
2018-01-15,0003-00002893,                                        ,0.00,96237.35
2018-01-15,0003-00002909,                                        ,0.00,34085.70
2018-01-15,0003-00002932,                                        ,0.00,36989.70
2018-01-15,0003-00002957,                                        ,0.00,13080.10
2018-01-15,0003-00002902,                                        ,0.00,34666.50
2018-01-15,0003-00002914,                                        ,0.00,13080.10
2018-01-15,0003-00002949,                                        ,0.00,13080.10
2018-01-16,0003-00003012,MERCOVAN ARGENTINA SRL                  ,64018.08,0.00
2018-01-16,0003-00003027,MERCOVAN ARGENTINA SRL                  ,40087.30,0.00
2018-01-18,0003-00003043,MERCOVAN ARGENTINA SRL                  ,9075.00,0.00
2018-01-23,0003-00003078,MERCOVAN ARGENTINA SRL                  ,38538.50,0.00
2018-01-24,0003-00003109,MERCOVAN ARGENTINA SRL                  ,52955.65,0.00
2018-01-24,0003-00003111,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-01-26,0003-00003130,MERCOVAN ARGENTINA SRL                  ,46240.15,0.00
2018-01-26,0003-00003140,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-01-26,0003-00003143,MERCOVAN ARGENTINA SRL                  ,28943.20,0.00
2018-01-26,0003-00003144,MERCOVAN ARGENTINA SRL                  ,49189.53,0.00
2018-01-30,0003-00003175,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-01-30,0003-00002977,                                        ,0.00,9196.00
2018-01-30,0003-00003012,                                        ,0.00,64018.08
2018-01-30,0003-00002982,                                        ,0.00,52883.05
2018-01-30,0003-00003027,                                        ,0.00,40087.30
2018-01-30,0003-00003043,                                        ,0.00,9075.00
2018-01-30,0003-00003078,                                        ,0.00,38538.50
2018-01-30,0003-00003109,                                        ,0.00,52955.65
2018-01-31,0003-00003197,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-01-31,0003-00003199,MERCOVAN ARGENTINA SRL                  ,33311.30,0.00
2018-02-01,0003-00003203,MERCOVAN ARGENTINA SRL                  ,34279.30,0.00
2018-02-02,0003-00003205,MERCOVAN ARGENTINA SRL                  ,37201.45,0.00
2018-02-02,0003-00003207,MERCOVAN ARGENTINA SRL                  ,37709.65,0.00
2018-02-02,0003-00003209,MERCOVAN ARGENTINA SRL                  ,33892.10,0.00
2018-02-05,0003-00003234,MERCOVAN ARGENTINA SRL                  ,42008.18,0.00
2018-02-06,0003-00003237,MERCOVAN ARGENTINA SRL                  ,16347.10,0.00
2018-02-06,0003-00003238,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-02-06,0003-00003246,MERCOVAN ARGENTINA SRL                  ,34860.10,0.00
2018-02-06,0003-00003247,MERCOVAN ARGENTINA SRL                  ,49591.85,0.00
2018-02-07,0003-00003253,MERCOVAN ARGENTINA SRL                  ,37455.55,0.00
2018-02-08,0003-00003256,MERCOVAN ARGENTINA SRL                  ,38471.95,0.00
2018-02-08,0003-00003260,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-02-08,0003-00003111,                                        ,0.00,13080.10
2018-02-08,0003-00003130,                                        ,0.00,46240.15
2018-02-08,0003-00003140,                                        ,0.00,13080.10
2018-02-08,0003-00003143,                                        ,0.00,28943.20
2018-02-08,0003-00003144,                                        ,0.00,49189.53
2018-02-08,0003-00003175,                                        ,0.00,15863.10
2018-02-08,0003-00003197,                                        ,0.00,15863.10
2018-02-08,0003-00003199,                                        ,0.00,33311.30
2018-02-08,0003-00003203,                                        ,0.00,34279.30
2018-02-08,0003-00003205,                                        ,0.00,37201.45
2018-02-08,0003-00003207,                                        ,0.00,37709.65
2018-02-08,0003-00003209,                                        ,0.00,33892.10
2018-02-08,0003-00003263,MERCOVAN ARGENTINA SRL                  ,34279.30,0.00
2018-02-15,0003-00003281,MERCOVAN ARGENTINA SRL                  ,34666.50,0.00
2018-02-15,0003-00003296,MERCOVAN ARGENTINA SRL                  ,49645.09,0.00
2018-02-16,0003-00003311,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-02-16,0003-00003312,MERCOVAN ARGENTINA SRL                  ,43910.90,0.00
2018-02-19,0003-00003320,MERCOVAN ARGENTINA SRL                  ,73077.95,0.00
2018-02-22,0003-00003353,MERCOVAN ARGENTINA SRL                  ,33892.10,0.00
2018-02-22,0003-00003354,MERCOVAN ARGENTINA SRL                  ,36602.50,0.00
2018-02-22,0003-00003355,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-02-22,0003-00003357,MERCOVAN ARGENTINA SRL                  ,7986.00,0.00
2018-02-22,0003-00003361,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-02-23,0003-00003375,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-02-20,0003-00003234,                                        ,0.00,42008.18
2018-02-20,0003-00003237,                                        ,0.00,16347.10
2018-02-20,0003-00003238,                                        ,0.00,15863.10
2018-02-20,0003-00003246,                                        ,0.00,34860.10
2018-02-20,0003-00003247,                                        ,0.00,49591.85
2018-02-20,0003-00003253,                                        ,0.00,37455.55
2018-02-20,0003-00003256,                                        ,0.00,38471.95
2018-02-20,0003-00003260,                                        ,0.00,13080.10
2018-02-20,0003-00003263,                                        ,0.00,34279.30
2018-02-20,0003-00003296,                                        ,0.00,49645.09
2018-02-20,0003-00003311,                                        ,0.00,13080.10
2018-02-20,0003-00003281,                                        ,0.00,34666.50
2018-02-20,0003-00003312,                                        ,0.00,43910.90
2018-02-26,0003-00003320,MERCOVAN ARGENTINA SRL                  ,0.00,73077.95
2018-02-26,0003-00003377,MERCOVAN ARGENTINA SRL                  ,43553.95,0.00
2018-02-26,0003-00003378,MERCOVAN ARGENTINA SRL                  ,38217.85,0.00
2018-02-26,0003-00003379,MERCOVAN ARGENTINA SRL                  ,34860.10,0.00
2018-02-26,0003-00003385,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-03-01,0003-00003412,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-03-01,0003-00003417,MERCOVAN ARGENTINA SRL                  ,33698.50,0.00
2018-03-06,0003-00003432,MERCOVAN ARGENTINA SRL                  ,41267.05,0.00
2018-03-06,0003-00003438,MERCOVAN ARGENTINA SRL                  ,39234.25,0.00
2018-03-07,0003-00003445,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-03-08,0003-00003417,                                        ,0.00,33698.50
2018-03-08,0003-00003412,                                        ,0.00,13080.10
2018-03-08,0003-00003385,                                        ,0.00,13080.10
2018-03-08,0003-00003379,                                        ,0.00,34860.10
2018-03-08,0003-00003378,                                        ,0.00,38217.85
2018-03-08,0003-00003375,                                        ,0.00,13080.10
2018-03-08,0003-00003361,                                        ,0.00,15863.10
2018-03-08,0003-00003357,                                        ,0.00,7986.00
2018-03-08,0003-00003355,                                        ,0.00,13080.10
2018-03-08,0003-00003354,                                        ,0.00,36602.50
2018-03-08,0003-00003353,                                        ,0.00,33892.10
2018-03-08,0003-00003473,MERCOVAN ARGENTINA SRL                  ,40395.85,0.00
2018-03-08,0003-00003474,MERCOVAN ARGENTINA SRL                  ,34860.10,0.00
2018-03-08,0003-00003475,MERCOVAN ARGENTINA SRL                  ,38726.05,0.00
2018-03-12,0003-00003494,MERCOVAN ARGENTINA SRL                  ,16425.75,0.00
2018-03-15,0003-00003526,MERCOVAN ARGENTINA SRL                  ,36408.90,0.00
2018-03-15,0003-00003527,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-03-15,0003-00003528,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-02-26,0003-00003377,                                        ,0.00,43553.95
2018-03-19,0003-00003542,MERCOVAN ARGENTINA SRL                  ,44062.15,0.00
2018-03-20,0003-00003562,MERCOVAN ARGENTINA SRL                  ,36439.15,0.00
2018-03-22,0003-00003567,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-03-22,0003-00003528,                                        ,0.00,15863.10
2018-03-22,0003-00003527,                                        ,0.00,13080.10
2018-03-22,0003-00003526,                                        ,0.00,36408.90
2018-03-22,0003-00003494,                                        ,0.00,16425.75
2018-03-22,0003-00003475,                                        ,0.00,38726.05
2018-03-22,0003-00003474,                                        ,0.00,34860.10
2018-03-22,0003-00003473,                                        ,0.00,40395.85
2018-03-22,0003-00003445,                                        ,0.00,13080.10
2018-03-22,0003-00003438,                                        ,0.00,39234.25
2018-03-22,0003-00003432,                                        ,0.00,41267.05
2018-03-23,0003-00003583,MERCOVAN ARGENTINA SRL                  ,37201.45,0.00
2018-03-23,0003-00003585,MERCOVAN ARGENTINA SRL                  ,35440.90,0.00
2018-03-23,0003-00003588,MERCOVAN ARGENTINA SRL                  ,38471.95,0.00
2018-03-23,0003-00003589,MERCOVAN ARGENTINA SRL                  ,42029.35,0.00
2018-03-26,0003-00003602,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-03-26,0003-00003611,MERCOVAN ARGENTINA SRL                  ,57468.95,0.00
2018-04-03,0003-00003636,MERCOVAN ARGENTINA SRL                  ,35053.70,0.00
2018-04-05,0003-00003678,MERCOVAN ARGENTINA SRL                  ,37455.55,0.00
2018-04-06,0003-00003611,                                        ,0.00,57468.95
2018-04-06,0003-00003602,                                        ,0.00,15863.10
2018-04-06,0003-00003589,                                        ,0.00,42029.35
2018-04-06,0003-00003588,                                        ,0.00,38471.95
2018-04-06,0003-00003585,                                        ,0.00,35440.90
2018-04-06,0003-00003583,                                        ,0.00,37201.45
2018-04-06,0003-00003567,                                        ,0.00,13080.10
2018-04-06,0003-00003562,                                        ,0.00,36439.15
2018-04-06,0003-00003542,                                        ,0.00,44062.15
2018-04-09,0003-00003700,MERCOVAN ARGENTINA SRL                  ,47740.55,0.00
2018-04-11,0003-00003722,MERCOVAN ARGENTINA SRL                  ,15730.00,0.00
2018-04-12,0003-00003727,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-04-12,0003-00003728,MERCOVAN ARGENTINA SRL                  ,20025.50,0.00
2018-04-12,0003-00003730,MERCOVAN ARGENTINA SRL                  ,40952.45,0.00
2018-04-16,0003-00003745,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-04-16,0003-00003746,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-04-18,0003-00003770,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-04-19,0003-00003777,MERCOVAN ARGENTINA SRL                  ,17920.10,0.00
2018-04-19,0003-00003778,MERCOVAN ARGENTINA SRL                  ,54117.25,0.00
2018-04-19,0003-00003636,                                        ,0.00,35053.70
2018-04-19,0003-00003700,                                        ,0.00,47740.55
2018-04-19,0003-00003678,                                        ,0.00,37455.55
2018-04-19,0003-00003727,                                        ,0.00,13080.10
2018-04-19,0003-00003730,                                        ,0.00,40952.45
2018-04-20,0003-00003791,MERCOVAN ARGENTINA SRL                  ,20570.00,0.00
2018-04-20,0003-00003792,MERCOVAN ARGENTINA SRL                  ,20570.00,0.00
2018-04-20,0003-00003799,MERCOVAN ARGENTINA SRL                  ,15863.10,0.00
2018-04-20,0003-00003801,MERCOVAN ARGENTINA SRL                  ,33892.10,0.00
2018-04-20,0003-00003802,MERCOVAN ARGENTINA SRL                  ,44824.45,0.00
2018-04-20,0003-00003803,MERCOVAN ARGENTINA SRL                  ,33698.50,0.00
2018-04-23,0003-00003808,MERCOVAN ARGENTINA SRL                  ,20570.00,0.00
2018-04-24,0003-00003817,MERCOVAN ARGENTINA SRL                  ,13189.00,0.00
2018-04-25,0003-00003827,MERCOVAN ARGENTINA SRL                  ,35223.10,0.00
2018-04-26,0003-00003745,                                        ,0.00,13080.10
2018-04-26,0003-00003746,                                        ,0.00,13080.10
2018-04-26,0003-00003770,                                        ,0.00,13080.10
2018-04-26,0003-00003777,                                        ,0.00,17920.10
2018-04-26,0003-00003778,                                        ,0.00,54117.25
2018-04-26,0003-00003799,                                        ,0.00,15863.10
2018-04-26,0003-00003801,                                        ,0.00,33892.10
2018-04-26,0003-00003802,                                        ,0.00,44824.45
2018-04-26,0003-00003803,                                        ,0.00,33698.50
2018-04-27,0003-00003858,MERCOVAN ARGENTINA SRL                  ,13080.10,0.00
2018-05-02,0003-00003873,MERCOVAN ARGENTINA SRL                  ,16401.55,0.00
2018-05-04,0003-00003884,MERCOVAN ARGENTINA SRL                  ,14278.00,0.00
2018-05-07,0003-00003722,                                        ,0.00,15730.00
2018-05-07,0003-00003728,                                        ,0.00,20025.50
2018-05-07,0003-00003792,                                        ,0.00,20570.00
2018-05-07,0003-00003791,                                        ,0.00,20570.00
2018-05-07,0003-00003808,                                        ,0.00,20570.00
2018-05-07,0003-00003817,                                        ,0.00,13189.00
2018-05-07,0003-00003827,                                        ,0.00,35223.10
2018-05-07,0003-00003858,                                        ,0.00,13080.10
2018-05-09,0003-00003921,MERCOVAN ARGENTINA SRL                  ,44171.05,0.00
2018-05-10,0003-00003930,MERCOVAN ARGENTINA SRL                  ,40867.75,0.00
2018-05-11,0003-00003936,MERCOVAN ARGENTINA SRL                  ,22022.00,0.00
2018-05-11,0003-00003941,MERCOVAN ARGENTINA SRL                  ,22022.00,0.00
2018-05-15,0003-00003949,MERCOVAN ARGENTINA SRL                  ,20000.01,0.00
2018-05-15,0003-00003951,MERCOVAN ARGENTINA SRL                  ,50499.35,0.00
2018-05-17,0003-00003966,MERCOVAN ARGENTINA SRL                  ,42706.95,0.00
