Fecha,Operacion,Contenedor,Cliente,Booking,Precinto,Estado
2024-11-13,29609,,S/D,,                    ,Pendiente
2024-11-07,29500,HLXU-846225-0,Mercovan Argentina Srl,62647146,                    ,Arribado
2024-10-28,29214,MRKU-774532-3,Mercovan Argentina Srl,245675916,*************       ,Arribado
2024-10-09,28712,DFSU-142296-1,Mercovan Argentina Srl,66641591,HLD0315856          ,Arribado
2024-10-17,28878,MRKU-030629-4,Mercovan Argentina Srl,245235638,*************       ,Arribado
2024-09-25,28393,UACU-391309-0,Mercovan Argentina Srl,64636228,******************* ,Arribado
2024-09-27,28403,MRKU-789646-4,Mercovan Argentina Srl,244759113,*************       ,Arribado
2024-09-24,28324,MSKU-380932-9,Mercovan Argentina Srl,244430335,***************     ,Arribado
2024-09-26,28371,UACU-385757-1,Mercovan Argentina Srl,60973247,*******             ,Arribado
2024-09-19,28242,SEGU-368078-6,Mercovan Argentina Srl,EBKG10228587,FX262298572         ,Arribado
2024-09-16,28094,MSKU-675085-7,Mercovan Argentina Srl,243699132,****************    ,Arribado
2024-09-09,27924,,Mercovan Argentina Srl,244173265,                    ,Pendiente
2024-08-30,27708,MSKU-436866-0,Mercovan Argentina Srl,243453687,********************,Arribado
2024-08-30,27709,MRKU-714016-3,Mercovan Argentina Srl,243658279,*****************   ,Arribado
2024-08-30,27710,MRKU-046326-7,Mercovan Argentina Srl,243453314,******************* ,Arribado
2024-08-15,27369,HLBU-277239-5,Mercovan Argentina Srl,24001PE01000327L,                    ,Arribado
2024-08-15,27370,HLBU-277239-5,Mercovan Argentina Srl,24001ES41000029R,                    ,Arribado
2024-08-16,27414,TCKU-123372-8,Mercovan Argentina Srl,243090676,******************  ,Arribado
2024-08-13,27306,MRKU-678997-0,Mercovan Argentina Srl,243247358,****************    ,Arribado
2024-08-15,27368,HLBU-277239-5,Mercovan Argentina Srl,24001PE01000326K,                    ,Arribado
2024-08-12,27270,GLDU-933065-8,Mercovan Argentina Srl,65965181,0315694             ,Arribado
2024-07-30,27002,DFSU-295034-6,Mercovan Argentina Srl,60293019,****************    ,Arribado
2024-08-12,27248,UACU-378146-0,Mercovan Argentina Srl,60962798,***********         ,Arribado
2024-07-29,26973,,Mercovan Argentina Srl,TERRESTRE,                    ,Arribado
2024-07-30,26997,TEMU-214689-6,Mercovan Argentina Srl,67960592,*****************   ,Arribado
2024-07-23,26841,BSIU-244601-0,Mercovan Argentina Srl,63957817,******************  ,Arribado
2024-07-22,26810,MSDU-442651-9,Lift Van Int. Co S.A,EBKGQ0001BE2,FX26294157          ,Arribado
2024-07-24,26874,MSDU-407900-3,Lift Van Int. Co S.A,EBKGQ0001660,FX26278632          ,Arribado
2024-11-13,29601,MEDU-859222-8,Lift Van Int. Co S.A,EBKGQ000624F,FX26259516          ,Arribado
2024-11-06,29444,SUDU-741796-8,Lift Van Int. Co S.A,245738782,                    ,Arribado
2024-11-11,29537,TCNU-148762-4,Lift Van Int. Co S.A,66982363,*****************   ,Arribado
2024-11-12,29591,APZU-370159-6,Lift Van Int. Co S.A,BUA 0331464,L4363802            ,Arribado
2024-10-28,29213,GLDU-948595-8,Lift Van Int. Co S.A,EBKG10553950,FX26275728          ,Arribado
2024-11-01,29332,BSIU-325026-9,Lift Van Int. Co S.A,64977388,                    ,Arribado
2024-10-22,29006,TCLU-982445-2,Lift Van Int. Co S.A,245667729,******************  ,Arribado
2024-10-23,29064,,Lift Van Int. Co S.A,24001PE01000470K,                    ,Arribado
2024-10-24,29102,TRHU-183616-5,Lift Van Int. Co S.A,66976072,******************  ,Arribado
2024-10-25,29164,TCNU-596220-8,Lift Van Int. Co S.A,BUA0329857,L4361654            ,Arribado
2024-10-25,29165,FCGU-224051-2,Lift Van Int. Co S.A,BUA0329857,L4361740            ,Arribado
2024-10-18,28927,MSDU-161498-1,Lift Van Int. Co S.A,EBKG10466497,******************* ,Arribado
2024-10-18,28929,CMAU-731313-0,Lift Van Int. Co S.A,BUA0329395,L4361668            ,Arribado
2024-10-22,28999,MEDU-683529-4,Lift Van Int. Co S.A,EBKG10393160,FX26281085          ,Arribado
2024-10-22,29000,MSDU-406707-0,Lift Van Int. Co S.A,EBKG10393160,FX26281097          ,Arribado
2024-10-14,28772,MSDU-433196-4,Lift Van Int. Co S.A,EBKG10350687,FX26276375          ,Arribado
2024-10-14,28773,TLLU-232026-8,Lift Van Int. Co S.A,EBKG10350711,FX26276357          ,Arribado
2024-10-18,28926,MSDU-160355-0,Lift Van Int. Co S.A,EBKGQ0004E09,****************    ,Arribado
2024-10-10,28737,TCKU-120389-4,Lift Van Int. Co S.A,244879204,*****************   ,Arribado
2024-10-02,28521,TCLU-744139-3,Lift Van Int. Co S.A,BUA0328771,L4359710            ,Arribado
2024-10-08,28677,,Lift Van Int. Co S.A,TERRESTRE,                    ,Arribado
2024-09-25,28351,MRKU-006774-9,Lift Van Int. Co S.A,243984830,***************     ,Arribado
2024-09-25,28352,MSKU-543342-0,Lift Van Int. Co S.A,244028077,*************       ,Arribado
2024-09-26,28369,TGHU-097985-3,Lift Van Int. Co S.A,69630195,*************       ,Arribado
2024-09-30,28455,MSDU-430360-1,Lift Van Int. Co S.A,EBKGQ0003C6E,FX26258789          ,Arribado
2024-10-01,28489,TCLU-441552-8,Lift Van Int. Co S.A,63971447,********************,Arribado
2024-09-19,28243,MSMU-300381-7,Lift Van Int. Co S.A,EBKGQ0003F2C,FX26298573          ,Arribado
2024-09-20,28252,MSMU-102504-1,Lift Van Int. Co S.A,EBKGQ00044CB,FX26303622          ,Arribado
2024-09-23,28297,MSCU-437029-4,Lift Van Int. Co S.A,EBKGQ0003E74,FX26279392          ,Arribado
2024-09-09,27923,MRKU-022019-0,Lift Van Int. Co S.A,244177956,************        ,Arribado
2024-09-02,27756,MRKU-862224-1,Lift Van Int. Co S.A,243986640,*****************   ,Arribado
2024-09-04,27842,MSMU-108822-4,Lift Van Int. Co S.A,EBKGQ00035D2,FX26252167          ,Arribado
2024-09-06,27901,MEDU-197687-5,Lift Van Int. Co S.A,EBKGQ0003678,FJ14985543          ,Arribado
2024-09-06,27902,TTNU-452319-0,Lift Van Int. Co S.A,EBKGQ0003AC5,FJ14985542          ,Arribado
2024-08-26,27595,UACU-832861-0,Lift Van Int. Co S.A,68966480,**********          ,Arribado
2024-08-28,27637,TTNU-548974-1,Lift Van Int. Co S.A,EBKGQ000393A,FX 26247048         ,Arribado
2024-08-30,27711,HASU-100243-1,Lift Van Int. Co S.A,243870202,***************     ,Arribado
2024-08-21,27516,MRKU-852326-0,Lift Van Int. Co S.A,242891267,                    ,Arribado
2024-08-21,27517,CAAU-654628-2,Lift Van Int. Co S.A,242891267,                    ,Arribado
2024-08-22,27527,NIDU-228698-0,Lift Van Int. Co S.A,67967000E,**************      ,Arribado
2024-08-26,27594,SEGU-404707-3,Lift Van Int. Co S.A,LA0379769,********************,Arribado
2024-08-14,27355,MSDU-420422-9,Lift Van Int. Co S.A,LA0379182,                    ,Arribado
2024-08-15,27395,CAIU-653836-1,Lift Van Int. Co S.A,67963874,                    ,Arribado
2024-08-20,27481,FBLU-012919-8,Lift Van Int. Co S.A,60633580,******************  ,Arribado
2024-08-13,27297,UACU-839221-9,Lift Van Int. Co S.A,62958485,***************     ,Arribado
2024-08-13,27304,,Lift Van Int. Co S.A,64630725,                    ,Pendiente
2024-08-13,27307,TGBU-240115-8,Lift Van Int. Co S.A,EBKGQ00027FA,FX26291760          ,Arribado
2024-08-14,27353,BSIU-244742-2,Lift Van Int. Co S.A,64630725,                    ,Arribado
2024-08-12,27246,MRKU-099331-2,Lift Van Int. Co S.A,243247422,*************       ,Arribado
2024-08-12,27247,MRKU-009068-8,Lift Van Int. Co S.A,243247394,********************,Arribado
2024-08-02,27045,TEMU-381153-7,Lift Van Int. Co S.A,EBKGQ0002723,FX26281610          ,Arribado
2024-08-02,27046,MSMU-168531-7,Lift Van Int. Co S.A,EBKGQ0002713,FX26281609          ,Arribado
2024-08-05,27070,BSIU-927742-0,Lift Van Int. Co S.A,BUA0324440,L4358443            ,Arribado
2024-08-05,27090,,Lift Van Int. Co S.A,TERRESTRE,                    ,Arribado
2024-07-31,27010,TGBU-304722-3,Lift Van Int. Co S.A,EBKGQ0001F9E,FX26287575          ,Arribado
2024-11-01,29365,,Bccomercioexterior,24001EC03011555F,                    ,Arribado
2024-11-01,29366,,Bccomercioexterior,24001EC03011555F,                    ,Arribado
2024-11-01,29367,,Bccomercioexterior,24001EC03011555F,                    ,Arribado
2024-07-19,26783,HLBU-178656-3,Edelweiss Spedition Srl,61293583,                    ,Arribado
2024-09-26,28370,HLXU-118920-4,Edelweiss Spedition Srl,65640434,************        ,Arribado
2024-09-18,28196,TTNU-114466-0,Edelweiss Spedition Srl,243656660,******************* ,Arribado
2024-09-11,28000,MSKU-673122-4,Edelweiss Spedition Srl,244067792,******************  ,Arribado
2024-07-23,26842,CAIU-679237-6,Edelweiss Spedition Srl,65625354,****************    ,Arribado
2024-07-26,26929,TRHU-277919-9,Minera Santa Rita Srl,68294746,******************  ,Arribado
2024-07-26,26930,UACU-341950-7,Minera Santa Rita Srl,68294746,***************     ,Arribado
2024-07-30,27000,PCIU-464290-3,Minera Santa Rita Srl,BUE400089300,******************* ,Arribado
2024-07-31,27008,PCIU-113412-8,Minera Santa Rita Srl,BUE400087500,***************     ,Arribado
2024-11-11,29549,MRKU-023850-1,Minera Santa Rita Srl,246475685,********************,Arribado
2024-11-11,29563,MRKU-057309-5,Minera Santa Rita Srl,246475663,********************,Arribado
2024-11-11,29564,MRKU-072638-4,Minera Santa Rita Srl,246475663,********************,Arribado
2024-11-11,29565,MRKU-099988-2,Minera Santa Rita Srl,246475663,********************,Arribado
2024-11-12,29581,MSMU-232858-8,Minera Santa Rita Srl,EBKG10641687,FX-26275709         ,Arribado
2024-11-08,29520,MRKU-060694-3,Minera Santa Rita Srl,246475697,********************,Arribado
2024-11-08,29521,MRKU-032396-4,Minera Santa Rita Srl,246475697,********************,Arribado
2024-11-11,29545,MRKU-018026-7,Minera Santa Rita Srl,246475685,*********           ,Arribado
2024-11-11,29546,MRKU-025392-8,Minera Santa Rita Srl,246475685,*************       ,Arribado
2024-11-11,29547,MSKU-630883-0,Minera Santa Rita Srl,246475685,                ****,Arribado
2024-11-11,29548,MSKU-691911-9,Minera Santa Rita Srl,246475685,        ************,Arribado
2024-11-01,29333,SUDU-762930-8,Minera Santa Rita Srl,246069278,******************* ,Arribado
2024-11-08,29518,MRKU-096368-4,Minera Santa Rita Srl,246475697,******************* ,Arribado
2024-11-08,29519,MRKU-023676-7,Minera Santa Rita Srl,246475697,****************    ,Arribado
2024-09-25,28353,TCLU-335020-6,Minera Santa Rita Srl,68639073,***************     ,Arribado
2024-09-25,28354,HLBU-104101-4,Minera Santa Rita Srl,68639073,****************    ,Arribado
2024-10-01,28479,MSDU-189637-6,Minera Santa Rita Srl,EBKG10308596,FX26258704          ,Arribado
2024-09-03,27812,GLDU-579912-2,Minera Santa Rita Srl,61300427,************        ,Arribado
2024-09-17,28173,MRKU-665435-8,Minera Santa Rita Srl,244477227,********************,Arribado
2024-07-31,27009,PCIU-197232-6,Minera Santa Rita Srl,BUE400087500,******************  ,Arribado
2024-09-03,27811,NIDU-231429-6,Minera Santa Rita Srl,61300427,****************    ,Arribado
2024-08-01,27035,ZCSU-705183-8,Aniceto Gomez Sa,ZIMUBUE9033563,***********         ,Arribado
2024-09-13,28060,ZCSU-754558-0,Aniceto Gomez Sa,ZIMUBUE9034871,***************     ,Arribado
2024-09-13,28061,TCKU-616380-8,Aniceto Gomez Sa,ZIMUBUE9034871,***************     ,Arribado
2024-11-05,29416,ZCSU-678023-9,Aniceto Gomez Sa,ZIMUBUE9036282,********************,Arribado
2024-11-05,29417,CAAU-545496-2,Aniceto Gomez Sa,ZIMUBUE9036282,******************  ,Arribado
2024-08-07,27149,ZIMU-297749-2,A La Orden,ZIMUBUE9033838,****************    ,Arribado
2024-08-07,27150,DFSU-161460-3,A La Orden,ZIMUBUE9033838,********************,Arribado
2024-08-07,27151,ZIMU-315211-4,A La Orden,ZIMUBUE9033838,******************  ,Arribado
2024-08-07,27152,JZPU-108551-0,A La Orden,ZIMUBUE9033838,************        ,Arribado
2024-08-07,27153,TCLU-574212-4,A La Orden,ZIMUBUE9033838,*************       ,Arribado
2024-10-22,29023,SEGU-115664-0,A La Orden,BUEE13225500,**************      ,Arribado
2024-11-13,29614,ZCSU-266285-5,A La Orden,ZIMUBUE9036450,***************     ,Arribado
2024-08-23,27552,,A La Orden,TERRESTRE,                    ,Arribado
2024-08-23,27563,FBIU-012910-4,A La Orden,62631502,**********          ,Arribado
2024-09-14,28109,,A La Orden,61638602,                    ,Pendiente
2024-09-16,28110,HLBU-152833-7,A La Orden,61638602,***************     ,Arribado
2024-08-07,27154,BMOU-211273-7,A La Orden,ZIMUBUE9033838,*************       ,Arribado
2024-08-07,27155,ZIMU-302927-0,A La Orden,ZIMUBUE9033838,******************* ,Arribado
2024-08-07,27156,MAGU-241502-1,A La Orden,ZIMUBUE9033838,********            ,Arribado
2024-08-07,27157,ZIMU-128092-3,A La Orden,ZIMUBUE9033838,****************    ,Arribado
2024-08-07,27158,ZIMU-140210-6,A La Orden,ZIMUBUE9033838,****************    ,Arribado
2024-08-08,27194,ZCSU-753505-1,A La Orden,ZIMUBUE9034005,******************* ,Arribado
2024-08-20,27490,UACU-541733-4,Ketras Cargo Argentina Sa,69631119,****************    ,Arribado
2024-08-27,27609,HJMU-192601-0,Teva Logistics Group S.R.L.,243348872,******************  ,Arribado
2024-08-13,27305,TRHU-663966-2,Unlimited World S.A.,BUA0324488,L4360593            ,Arribado
2024-08-12,27308,,Unlimited World S.A.,BUA0324488,                    ,Pendiente
2024-08-13,27309,TGBU-670815-8,Unlimited World S.A.,BUA0324488,L4360529            ,Arribado
2024-10-23,29054,MRKU-206193-0,Unlimited World S.A.,245790712,                    ,Arribado
2024-09-03,27821,,Fijaciones Py S.A.,24001EC01056142E,                    ,Arribado
2024-08-08,27193,SIMU-706409-8,Dpmg S.A.,EC03008520D,                    ,Arribado
2024-08-21,27504,ZHLU-201739-3,Dpmg S.A.,24001EC03008939R,                    ,Arribado
2024-11-07,29474,ZHLU-200920-6,Dpmg S.A.,24001EC03012435D,                    ,Arribado
2024-11-07,29475,ZHLU-201729-0,Dpmg S.A.,24001EC03012438G,                    ,Arribado
2024-10-01,28491,SIMU-706409-8,Dpmg S.A.,24001EC03010835F,                    ,Arribado
2024-10-01,28492,SIMU-706403-5,Dpmg S.A.,24001EC03010831B,                    ,Arribado
2024-10-22,29004,SIMU-706124-7,Dpmg S.A.,24001EC03011638H,                    ,Arribado
2024-10-22,29005,ZHLU-201739-3,Dpmg S.A.,24001EC03011618F,                    ,Arribado
2024-09-25,28355,ZHLU-201517-4,Dpmg S.A.,24001EC03010510S,                    ,Arribado
2024-09-25,28356,ZHLU-201729-0,Dpmg S.A.,24001EC03010512U,                    ,Arribado
2024-08-27,27612,ZHLU-200920-6,Dpmg S.A.,24001EC03009260F,                    ,Arribado
2024-09-19,28236,ZHLU-201739-3,Dpmg S.A.,EC03010317A,                    ,Arribado
2024-09-19,28237,SIMU-706897-7,Dpmg S.A.,EC03010316W,                    ,Arribado
2024-09-24,28342,TCLU-310186-2,Refractarios Argentinos Saicm,BUEE12212700,******************* ,Arribado
2024-10-15,28819,BMOU-126494-6,Refractarios Argentinos Saicm,65643285,****************    ,Arribado
2024-08-12,27242,MRKU-011690-4,Pelama Chubut S.A.,243032278,********            ,Arribado
2024-11-01,29342,OOLU-429716-8,Pelama Chubut S.A.,COSU6400386000,*********           ,Arribado
2024-11-07,29469,TRHU-106661-3,Pelama Chubut S.A.,BUA0329583,L4361181            ,Arribado
2024-10-23,29052,TCNU-122777-7,Pelama Chubut S.A.,BUA0329864,L4361726            ,Arribado
2024-10-23,29053,BMOU-585955-7,Pelama Chubut S.A.,BUA0329865,L4361517            ,Arribado
2024-10-07,28642,MSKU-665916-1,Pelama Chubut S.A.,245049762,*****************   ,Arribado
2024-10-09,28687,CMAU-611180-8,Pelama Chubut S.A.,BUA0329335,L4363287            ,Arribado
2024-10-16,28834,CMAU-477470-9,Pelama Chubut S.A.,BUA0329504,L4361719            ,Arribado
2024-08-20,27470,MSKU-395886-8,Pelama Chubut S.A.,243032194,******************* ,Arribado
2024-09-16,28095,MRKU-733534-0,Pelama Chubut S.A.,244227065,**************      ,Arribado
2024-09-30,28436,TCLU-141581-7,Sky Cargo S.R.L.,244628170,********************,Arribado
2024-10-24,29103,MSKU-740717-0,Sky Cargo S.R.L.,245725236,**********          ,Arribado
2024-07-24,26861,FTAU-155410-0,Administracion Federal De Ingresos Publi,68624363,****************    ,Arribado
2024-10-04,28615,,Administracion Federal De Ingresos Publi,24001PE01000442J,                    ,Arribado
2024-08-07,27137,SUDU-782341-6,J. Llorente Y Cía. S.A.,242371846,****************    ,Arribado
2024-08-29,27669,,J. Llorente Y Cía. S.A.,TERRESTRE,                    ,Arribado
2024-08-29,27670,,J. Llorente Y Cía. S.A.,TERRESTRE,                    ,Arribado
2024-09-24,28325,,J. Llorente Y Cía. S.A.,TERRESTRE,                    ,Arribado
2024-10-04,28618,,J. Llorente Y Cía. S.A.,TERRESTRE,                    ,Arribado
2024-11-01,29359,TCKU-480393-2,J. Llorente Y Cía. S.A.,BUEE13773600,********************,Arribado
2024-07-18,26765,HAMU-176571-9,Fys Comex Argentina S.R.L.,62291255,****************    ,Arribado
2024-07-25,26906,,Fys Comex Argentina S.R.L.,24001EC01047543J,                    ,Arribado
2024-08-14,27351,,Fys Comex Argentina S.R.L.,24001EC01052230V,                    ,Arribado
2024-08-14,27352,,Fys Comex Argentina S.R.L.,24001EC01052230V,                    ,Arribado
2024-07-19,26745,MRKU-337658-8,Mader Zu S.R.L.,242272888,***************     ,Arribado
2024-07-19,26746,SUDU-669596-4,Mader Zu S.R.L.,242272888,********************,Arribado
2024-07-19,26747,CAIU-756384-1,Mader Zu S.R.L.,242272888,********************,Arribado
2024-07-18,26775,TCNU-777308-1,Mader Zu S.R.L.,62956718,******************  ,Arribado
2024-10-14,28465,,Mader Zu S.R.L.,244567569,                    ,Pendiente
2024-11-06,29442,MRKU-275496-0,Mader Zu S.R.L.,245737435,*************       ,Arribado
2024-11-12,29586,TCKU-662034-0,Mader Zu S.R.L.,246408318,*****************   ,Arribado
2024-11-12,29587,MRKU-580744-7,Mader Zu S.R.L.,246408318,*****************   ,Arribado
2024-09-13,28057,ZCSU-764270-1,Mader Zu S.R.L.,ZIMUBUE9034955,**************      ,Arribado
2024-09-13,28058,ZCSU-729420-5,Mader Zu S.R.L.,ZIMUBUE9034955,***********         ,Arribado
2024-09-13,28059,JXLU-784215-0,Mader Zu S.R.L.,ZIMUBUE9034955,***************     ,Arribado
2024-09-17,28125,MRKU-402201-7,Mader Zu S.R.L.,243969800,******************* ,Arribado
2024-08-15,27384,TGBU-536689-4,Mader Zu S.R.L.,ZIMUBUE9034215,                    ,Arribado
2024-08-16,27401,MRSU-587413-4,Mader Zu S.R.L.,243140547,****************    ,Arribado
2024-08-16,27402,MRSU-645240-5,Mader Zu S.R.L.,243140547,**********          ,Arribado
2024-08-19,27448,TRHU-466428-6,Mader Zu S.R.L.,243140547,******************* ,Arribado
2024-07-26,26923,HLBU-112989-3,Mader Zu S.R.L.,63628739,**************      ,Arribado
2024-08-01,27033,BEAU-614867-2,Mader Zu S.R.L.,COSU6391976640,******************  ,Arribado
2024-08-01,27043,WBPU-703366-0,Mader Zu S.R.L.,COSU6391976640,********************,Arribado
2024-07-17,26728,,Genomma Laboratories Argentina,24001EC01045593M,                    ,Arribado
2024-08-14,27324,,Genomma Laboratories Argentina,TERRESTRE,                    ,Pendiente
2024-08-14,27326,,Genomma Laboratories Argentina,TERRESTRE,                    ,Pendiente
2024-08-23,27558,MRKU-512411-6,Puerto Maderas S.R.L.,243140061,************        ,Arribado
2024-08-23,27559,MSKU-941590-8,Puerto Maderas S.R.L.,243140061,*****************   ,Arribado
2024-08-13,27287,MRKU-285524-6,Hilado Sa,242771433,******************* ,Arribado
2024-08-13,27288,TLLU-596443-3,Hilado Sa,242771433,                    ,Arribado
2024-08-13,27289,MRKU-277245-5,Hilado Sa,242771433,                    ,Arribado
2024-09-02,27747,MRKU-435504-4,Hilado Sa,243245278,************        ,Arribado
2024-09-03,27824,MRKU-454380-1,Hilado Sa,243245278,****************    ,Arribado
2024-09-03,27826,TCKU-726800-1,Hilado Sa,243245278,**************      ,Arribado
2024-10-28,29183,FCIU-702652-1,Hilado Sa,COSU6398422240,******************  ,Arribado
2024-10-28,29184,TGBU-885040-7,Hilado Sa,COSU6398422240,************        ,Arribado
2024-10-28,29185,SEGU-660078-4,Hilado Sa,COSU6398422240,*************       ,Arribado
2024-09-06,27900,TCNU-643664-0,Hilado Sa,BUEE10554700,******************  ,Arribado
2024-09-20,28253,TLLU-434073-0,Bochert Denis Alfredo,BUA0326998,L4361336            ,Arribado
2024-08-06,27097,EGHU-969776-9,Helvecia S.A.,340400026448,****************    ,Arribado
2024-08-06,27098,EMCU-887722-5,Helvecia S.A.,340400026448,*****************   ,Arribado
2024-08-20,27467,ZCSU-776543-4,Helvecia S.A.,ZIMUBUE9034481,********************,Arribado
2024-11-13,29613,TGBU-924701-8,Helvecia S.A.,340400041307,******************* ,Arribado
2024-11-06,29440,BMOU-580605-3,Helvecia S.A.,340400040492,********************,Arribado
2024-11-06,29441,EISU-828522-9,Helvecia S.A.,340400040492,********************,Arribado
2024-11-13,29607,BMOU-695937-6,Helvecia S.A.,EBKG10693572,FX26259532          ,Arribado
2024-11-13,29610,EITU-190504-4,Helvecia S.A.,340400041307,********************,Arribado
2024-11-01,29344,HASU-485310-0,Helvecia S.A.,246069454,******************  ,Arribado
2024-11-05,29415,MSKU-994962-6,Helvecia S.A.,246069391,*************       ,Arribado
2024-11-06,29438,TIIU-512623-3,Helvecia S.A.,340400040378,******************  ,Arribado
2024-11-06,29439,GAOU-628635-6,Helvecia S.A.,340400040378,******************  ,Arribado
2024-10-28,29163,,Helvecia S.A.,245737273–,                    ,Pendiente
2024-10-28,29208,MRSU-406191-0,Helvecia S.A.,245736610,********************,Arribado
2024-10-15,28791,HLBU-224035-0,Helvecia S.A.,61302687,******************  ,Arribado
2024-10-15,28792,DFSU-620795-6,Helvecia S.A.,64302682,**************      ,Arribado
2024-10-23,29046,TEMU-605899-9,Helvecia S.A.,340400034874,*************       ,Arribado
2024-10-23,29047,EITU-186352-4,Helvecia S.A.,340400034874,**************      ,Arribado
2024-10-23,29048,TCNU-621476-7,Helvecia S.A.,340400034866,************        ,Arribado
2024-09-03,27813,FFAU-227540-0,Helvecia S.A.,EBKG10028601,FJ14985548          ,Arribado
2024-09-17,28126,MRKU-563866-6,Helvecia S.A.,243238108,****************    ,Arribado
2024-09-17,28127,MSKU-063947-1,Helvecia S.A.,243238108,********************,Arribado
2024-08-29,27702,ZCSU-668182-7,Helvecia S.A.,ZIMUBUE9034526,****************    ,Arribado
2024-08-29,27703,TCNU-433773-6,Helvecia S.A.,ZIMUBUE9034513,*****************   ,Arribado
2024-08-29,27704,GAOU-644245-9,Helvecia S.A.,ZIMUBUE9034513,*************       ,Arribado
2024-08-22,27518,MRKU-546650-4,Helvecia S.A.,243192772,**************      ,Arribado
2024-08-22,27525,MSKU-057152-0,Helvecia S.A.,243192772,************        ,Arribado
2024-08-22,27526,HASU-410808-9,Helvecia S.A.,243192772,**************      ,Arribado
2024-08-22,27541,TGBU-661239-6,Helvecia S.A.,340400029099,********************,Arribado
2024-07-30,26994,CMAU-368688-2,Capilatis S.A.,SNG0434241,L4356117            ,Arribado
2024-07-30,26995,BEAU-474799-0,Capilatis S.A.,SNG0434241,L4356150            ,Arribado
2024-07-30,26996,CMAU-630431-9,Capilatis S.A.,SNG0434241,L4356144            ,Arribado
2024-08-28,27645,TCNU-265554-8,Capilatis S.A.,SNG0437213,L4362551            ,Arribado
2024-11-07,29470,TCNU-527915-1,Capilatis S.A.,SNG0445327,L4361238            ,Arribado
2024-11-07,29471,TXGU-527714-6,Capilatis S.A.,SNG0445327,L4361068            ,Arribado
2024-11-07,29472,TLLU-480931-9,Capilatis S.A.,SNG0445327,L4361070            ,Arribado
2024-10-22,28996,CMAU-675441-9,Capilatis S.A.,SNG0443060,L4363203            ,Arribado
2024-10-22,28997,TRHU-815685-3,Capilatis S.A.,SNG0443060,L4363215            ,Arribado
2024-10-22,28998,SEGU-477000-9,Capilatis S.A.,SNG0443060,L4363211            ,Arribado
2024-09-11,27992,BEAU-476178-8,Capilatis S.A.,SNG0439290,L4362454            ,Arribado
2024-09-11,27993,CMAU-486455-1,Capilatis S.A.,SNG0439290,L4362452            ,Arribado
2024-08-05,27091,TCNU-801073-6,Lindal Argentina S.A.,65960912,********************,Arribado
2024-08-07,27120,TEMU-842434-0,Mercopallet Srl,60294315,**********          ,Arribado
2024-08-07,27121,TGHU-921128-0,Mercopallet Srl,60294315,*************       ,Arribado
2024-11-12,29567,HLBU-330474-2,Mercopallet Srl,67979866,********************,Arribado
2024-11-12,29568,TCNU-159961-9,Mercopallet Srl,67979866,******************* ,Arribado
2024-09-24,28330,HLBU-131396-1,Mercopallet Srl,65631909,*****************   ,Arribado
2024-09-24,28331,TCLU-808177-4,Mercopallet Srl,65631909,*************       ,Arribado
2024-09-24,28332,GLDU-997647-9,Mercopallet Srl,65631909,********************,Arribado
2024-09-24,28333,UETU-528523-2,Mercopallet Srl,65631909,********************,Arribado
2024-07-29,26950,MRSU-322308-8,Cortez Srl,242730637,********************,Arribado
2024-07-29,26960,MRKU-254070-0,Cortez Srl,242730637,***************     ,Arribado
2024-07-29,26961,CAAU-540262-9,Cortez Srl,242730637,*************       ,Arribado
2024-08-09,27236,UETU-599961-0,Cortez Srl,BUE400103400,**********          ,Arribado
2024-10-08,28672,HAMU-181061-2,Cortez Srl,65300356,*************       ,Arribado
2024-10-08,28673,HAMU-144928-5,Cortez Srl,65300356,*****************   ,Arribado
2024-09-20,28256,EGHU-828454-4,Cortez Srl,340400031310,*****************   ,Arribado
2024-09-20,28257,EISU-830204-9,Cortez Srl,340400031310,********************,Arribado
2024-09-20,28258,EMCU-879774-7,Cortez Srl,340400031310,                    ,Arribado
2024-09-20,28259,EMCU-993691-3,Cortez Srl,340400031310,                    ,Arribado
2024-08-16,27397,OOCU-812566-4,Cortez Srl,COSU6393115520,******************* ,Arribado
2024-08-16,27398,CCLU-732638-8,Cortez Srl,COSU6393115520,*****************   ,Arribado
2024-08-16,27399,TCNU-611142-9,Cortez Srl,COSU6393115520,**************      ,Arribado
2024-08-16,27400,CCLU-785481-0,Cortez Srl,COSU6393115520,*****************   ,Arribado
2024-08-23,27551,CSNU-654949-3,Cortez Srl,COSU6393115520,********************,Arribado
2024-09-20,28255,EMCU-858042-7,Cortez Srl,340400031310,****************    ,Arribado
2024-08-09,27237,PCIU-922820-2,Cortez Srl,BUE400103400,************        ,Arribado
2024-08-09,27238,HPCU-426941-5,Cortez Srl,BUE400103400,*************       ,Arribado
2024-08-13,27290,FSCU-843408-6,Cortez Srl,69959956,***************     ,Arribado
2024-08-13,27291,TCLU-821084-5,Cortez Srl,69959956,******************  ,Arribado
2024-08-16,27396,OOLU-874823-3,Cortez Srl,COSU6393115520,*****************   ,Arribado
2024-07-17,26727,,Overprint S.R.L.,24001EC01 043981L.,                    ,Arribado
2024-09-10,27981,,Overprint S.R.L.,24001EC01058962Z,                    ,Arribado
2024-10-24,29107,,Overprint S.R.L.,TERRESTRE,                    ,Arribado
2024-09-12,28019,MRKU-662428-7,Geo-Trade Comercio Exterior Srl,244066539,******************* ,Arribado
