Fecha,Operacion,Contenedor,Cliente,Booking,Precinto,Estado
2024-08-08,27181,TXGU-558065-6,Forestadora Tapebicua S.A.U,340400025352,********************,Arribado
2024-10-08,28668,TGBU-743269-7,Forestadora Tapebicua S.A.U,EBKG10349695,FX26230302          ,Arribado
2024-10-08,28669,TGBU-583190-7,Forestadora Tapebicua S.A.U,EBKG10349695,FX26230301          ,Arribado
2024-10-28,29219,HLBU-166782-0,Forestadora Tapebicua S.A.U,65303154,***********         ,Arribado
2024-08-30,27715,TCNU-724678-0,Forestadora Tapebicua S.A.U,243760040,***************     ,Arribado
2024-08-30,27716,MSKU-114165-2,Forestadora Tapebicua S.A.U,243760040,*************       ,Arribado
2024-07-24,26886,TGBU-622416-9,Los Talares Sa,61624838,*********           ,Arribado
2024-07-24,26894,HLBU-245916-4,Los Talares Sa,61624838,****************    ,Arribado
2024-08-07,27125,MSNU-705528-4,Los Talares Sa,EBKG09807847,FX26284008          ,Arribado
2024-08-07,27126,MSMU-601541-0,Los Talares Sa,EBKG09807847,FX26286749          ,Arribado
2024-09-26,28327,BMOU-667097-4,Los Talares Sa,63633749,                    ,Arribado
2024-09-26,28328,SEGU-689746-1,Los Talares Sa,63633749,******************  ,Arribado
2024-08-30,27706,TCNU-715302-8,Los Talares Sa,60299395,*************       ,Arribado
2024-08-30,27707,FSCU-718458-9,Los Talares Sa,60299395,***********         ,Arribado
2024-08-30,27712,BMOU-562826-5,Los Talares Sa,60299395,******************* ,Arribado
2024-08-30,27713,HLXU-856300-2,Los Talares Sa,60299395,******************  ,Arribado
2024-08-16,27412,MSKU-085147-5,Los Talares Sa,242886198,***********         ,Arribado
2024-08-22,27538,TEMU-650794-0,Los Talares Sa,EBKG09959926,FX26290789          ,Arribado
2024-08-22,27539,TLLU-790753-5,Los Talares Sa,EBKG09959926,FX26290852          ,Arribado
2024-08-23,27564,CAIU-474045-5,Los Talares Sa,EBKG10003108,FX26290945          ,Arribado
2024-07-24,26868,BEAU-454558-3,Aserradero Aguilar Srl,69957128,*****************   ,Arribado
2024-07-24,26869,HLBU-317601-9,Aserradero Aguilar Srl,69957128,************        ,Arribado
2024-07-24,26870,BMOU-549640-4,Aserradero Aguilar Srl,69957128,********************,Arribado
2024-09-05,27845,CAIU-482990-1,Aserradero Aguilar Srl,64964269,************        ,Arribado
2024-09-05,27846,HLBU-251179-2,Aserradero Aguilar Srl,64964269,********************,Arribado
2024-09-27,28404,CAAU-548605-0,Aserradero Aguilar Srl,244767847,***********         ,Arribado
2024-09-27,28405,MRKU-393024-1,Aserradero Aguilar Srl,244767847,**************      ,Arribado
2024-09-27,28406,MSKU-000076-8,Aserradero Aguilar Srl,244767847,****************    ,Arribado
2024-08-15,27388,HAMU-209200-0,Aserradero Aguilar Srl,68628502,                    ,Arribado
2024-08-22,27514,TCNU-667496-8,Aserradero Aguilar Srl,65630657,****************    ,Arribado
2024-08-22,27515,TCNU-674609-7,Aserradero Aguilar Srl,65630657,***********         ,Arribado
2024-09-05,27843,TCLU-630594-1,Aserradero Aguilar Srl,64964269,******************* ,Arribado
2024-09-05,27844,MAGU-576814-6,Aserradero Aguilar Srl,64964269,******************  ,Arribado
2024-07-18,26766,MSDU-770829-1,Laharrague Chodorge Sociedad Anonima,153IAR0641153,FX26287915          ,Arribado
2024-07-25,26908,TGBU-976288-8,Laharrague Chodorge Sociedad Anonima,340400024780,**************      ,Arribado
2024-07-25,26909,EGHU-823717-8,Laharrague Chodorge Sociedad Anonima,340400024780,***************     ,Arribado
2024-07-25,26910,TGBU-867242-9,Laharrague Chodorge Sociedad Anonima,340400024780,********            ,Arribado
2024-07-25,26911,,Laharrague Chodorge Sociedad Anonima,340400024780,****************    ,Pendiente
2024-10-10,28736,MRSU-312699-8,Laharrague Chodorge Sociedad Anonima,245099341,********************,Arribado
2024-10-10,28730,HASU-412952-2,Laharrague Chodorge Sociedad Anonima,245099341,****************    ,Arribado
2024-10-10,28731,MSKU-114604-2,Laharrague Chodorge Sociedad Anonima,245099341,**************      ,Arribado
2024-10-10,28732,CAIU-938730-9,Laharrague Chodorge Sociedad Anonima,245099341,********************,Arribado
2024-10-10,28733,MIEU-306212-3,Laharrague Chodorge Sociedad Anonima,245099341,********************,Arribado
2024-10-10,28734,MRKU-233601-9,Laharrague Chodorge Sociedad Anonima,245099341,********************,Arribado
2024-10-10,28735,MRKU-407935-2,Laharrague Chodorge Sociedad Anonima,245099341,********************,Arribado
2024-10-10,28727,SUDU-851177-3,Laharrague Chodorge Sociedad Anonima,245099341,************        ,Arribado
2024-10-10,28728,SUDU-854868-5,Laharrague Chodorge Sociedad Anonima,245099341,*************       ,Arribado
2024-10-10,28729,MSKU-053337-1,Laharrague Chodorge Sociedad Anonima,245099341,********************,Arribado
2024-08-09,27223,FCIU-740120-0,Laharrague Chodorge Sociedad Anonima,153IAR0642338,FX26269937          ,Arribado
2024-10-08,28678,MEDU-464808-3,Laharrague Chodorge Sociedad Anonima,EBKG10378432,FX26248710          ,Arribado
2024-08-07,27133,FCIU-997948-2,Laharrague Chodorge Sociedad Anonima,340400025735,***************     ,Arribado
2024-08-07,27134,EITU-163050-1,Laharrague Chodorge Sociedad Anonima,340400025735,****************    ,Arribado
2024-08-07,27135,DRYU-918548-5,Laharrague Chodorge Sociedad Anonima,340400024780,***************     ,Arribado
2024-08-07,27136,EMCU-893484-0,Laharrague Chodorge Sociedad Anonima,340400024780,*****************   ,Arribado
2024-07-25,26912,,Laharrague Chodorge Sociedad Anonima,340400024780,******************  ,Pendiente
2024-07-26,26921,CAAU-532760-7,Laharrague Chodorge Sociedad Anonima,60291432,*************       ,Arribado
2024-07-26,26922,HLBU-289731-9,Laharrague Chodorge Sociedad Anonima,60291432,**************      ,Arribado
2024-08-07,27119,TCLU-860159-9,Laharrague Chodorge Sociedad Anonima,61958650,**********          ,Arribado
2024-08-07,27132,FFAU-168210-3,Laharrague Chodorge Sociedad Anonima,340400025735,****************    ,Arribado
2024-08-06,27105,TCNU-754637-0,Pallets Jauregui Sociedad Anonima,62294473,**************      ,Arribado
2024-08-06,27106,TCNU-167082-5,Pallets Jauregui Sociedad Anonima,62294473,***************     ,Arribado
2024-10-22,29010,TEMU-813541-4,Pallets Jauregui Sociedad Anonima,67302901,*****************   ,Arribado
2024-10-22,29011,HAMU-206467-3,Pallets Jauregui Sociedad Anonima,67302901,******************* ,Arribado
2024-10-22,29021,TCLU-597305-7,Pallets Jauregui Sociedad Anonima,61302910,**********          ,Arribado
2024-10-22,29022,MAGU-562759-6,Pallets Jauregui Sociedad Anonima,61302910,***********         ,Arribado
2024-09-19,28235,TLLU-528895-6,Pallets Jauregui Sociedad Anonima,60966260,*************       ,Arribado
2024-10-08,28670,BEAU-417498-6,Pallets Jauregui Sociedad Anonima,60637638,********************,Arribado
2024-10-08,28671,TCKU-655178-4,Pallets Jauregui Sociedad Anonima,60637638,***************     ,Arribado
2024-10-10,28726,CAIU-853356-4,Pallets Jauregui Sociedad Anonima,63975008,***********         ,Arribado
2024-09-05,27856,SEKU-440319-0,Pallets Jauregui Sociedad Anonima,BUEE11708900,***************     ,Arribado
2024-09-12,28013,HLBU-269134-9,Pallets Jauregui Sociedad Anonima,64299135,*************       ,Arribado
2024-08-15,27385,OOCU-822919-1,Pallets Jauregui Sociedad Anonima,COSU6392868590,                    ,Arribado
2024-08-15,27386,TCNU-570308-5,Pallets Jauregui Sociedad Anonima,COSU6392868590,                    ,Arribado
2024-08-15,27387,,Pallets Jauregui Sociedad Anonima,BUEE08665300,                    ,Pendiente
2024-08-19,27444,FDCU-039724-3,Pallets Jauregui Sociedad Anonima,BUEE08665300,***************     ,Arribado
2024-09-03,27809,HLBU-170216-1,Pallets Jauregui Sociedad Anonima,63967885,**************      ,Arribado
2024-09-03,27810,HLXU-801430-0,Pallets Jauregui Sociedad Anonima,63967885,******************  ,Arribado
2024-09-30,28412,,Siete Hermanos Srl,62974382,                    ,Pendiente
2024-09-30,28413,,Siete Hermanos Srl,62974382,                    ,Pendiente
2024-09-30,28434,UACU-605916-9,Siete Hermanos Srl,62307715,***************     ,Arribado
2024-09-30,28435,UACU-572051-0,Siete Hermanos Srl,62307715,********************,Arribado
2024-11-01,29364,ZCSU-681802-0,Siete Hermanos Srl,ZIMUBUE9036121,***********         ,Arribado
2024-07-25,26884,ZCSU-707701-0,Fracalossi Hugo Ramon Fracalossi Hugo Javier Sh,ZIMUBUE9033622,******************  ,Arribado
2024-07-25,26885,PRSU-887144-5,Fracalossi Hugo Ramon Fracalossi Hugo Javier Sh,ZIMUBUE9033622,**************      ,Arribado
2024-09-30,28410,FANU-181210-8,Fracalossi Hugo Ramon Fracalossi Hugo Javier Sh,62974382,******************* ,Arribado
2024-09-30,28411,BEAU-416701-4,Fracalossi Hugo Ramon Fracalossi Hugo Javier Sh,62974382,******************  ,Arribado
2024-08-16,27404,MSKU-146508-1,Garruchos Sa,242388246,**********          ,Arribado
2024-08-16,27405,TCKU-688853-8,Garruchos Sa,242388246,********            ,Arribado
2024-08-16,27406,BSIU-984702-0,Garruchos Sa,242388246,*************       ,Arribado
2024-08-16,27407,MRKU-229444-3,Garruchos Sa,242388246,************        ,Arribado
2024-08-16,27408,MRKU-356945-8,Garruchos Sa,242388246,***************     ,Arribado
2024-08-16,27409,MRKU-337351-0,Garruchos Sa,242388246,*****************   ,Arribado
2024-08-20,27471,PONU-055452-2,Jsos S.R.L,242989201,**********          ,Arribado
2024-08-20,27472,MRKU-961465-7,Jsos S.R.L,242989201,*************       ,Arribado
2024-08-20,27473,MSKU-690514-0,Jsos S.R.L,242989201,***********         ,Arribado
2024-10-01,28483,TLLU-209261-4,Jsos S.R.L,BUA0328572,L4359308            ,Arribado
2024-10-01,28484,TRHU-180167-8,Jsos S.R.L,BUA0328572,L4359306            ,Arribado
2024-09-30,28468,RFSU-300024-9,Jsos S.R.L,68974016,*****************   ,Arribado
2024-09-30,28469,TCLU-335367-4,Jsos S.R.L,68974016,*************       ,Arribado
2024-10-01,28480,APZU-386318-0,Jsos S.R.L,BUA0328572,L4359309            ,Arribado
2024-10-01,28481,TRHU-367385-3,Jsos S.R.L,BUA0328572,L4359354            ,Arribado
2024-10-01,28482,GESU-109393-3,Jsos S.R.L,BUA0328572,L4359353            ,Arribado
2024-08-23,27567,ZIMU-102746-9,Jsos S.R.L,ZIMUBUE9033839,************        ,Arribado
2024-08-23,27568,ZIMU-134130-9,Jsos S.R.L,ZIMUBUE9033839,********************,Arribado
2024-08-23,27569,ZIMU-140010-3,Jsos S.R.L,ZIMUBUE9033839,*****************   ,Arribado
2024-08-23,27570,FCIU-424235-8,Jsos S.R.L,ZIMUBUE9033839,*************       ,Arribado
2024-08-23,27572,ZIMU-301304-2,Jsos S.R.L,ZIMUBUE9033839,********************,Arribado
2024-08-20,27482,SUDU-773412-9,Jsos S.R.L,242989201,******************  ,Arribado
2024-08-20,27483,MRKU-919500-0,Jsos S.R.L,242989201,**********          ,Arribado
2024-08-20,27484,MSKU-304405-5,Jsos S.R.L,242989201,********************,Arribado
2024-08-20,27485,MRKU-770377-6,Jsos S.R.L,242989201,*********           ,Arribado
2024-08-23,27566,MAGU-241502-1,Jsos S.R.L,ZIMUBUE9033839,*****************   ,Arribado
2024-09-20,28233,CMAU-798225-0,Id Argentina Sa,BUA0326923,L4361334            ,Arribado
2024-09-20,28234,TCNU-565634-2,Id Argentina Sa,BUA0326923,L4361441            ,Arribado
2024-09-27,28407,TLLU-445613-0,Id Argentina Sa,BUA0328170,L4362093            ,Arribado
2024-09-27,28408,CMAU-893662-3,Id Argentina Sa,BUA0328170,L4362053            ,Arribado
2024-09-25,28348,UACU-551406-2,Cornucopia Srl,67298174,********************,Arribado
2024-09-25,28349,FANU-123707-7,Cornucopia Srl,67298174,******************* ,Arribado
2024-09-13,28068,,Adp Trading Srl,TERRESTRE,                    ,Arribado
2024-09-13,28069,,Adp Trading Srl,TERRESTRE,                    ,Arribado
2024-09-13,28077,,Adp Trading Srl,TERRESTRE,                    ,Arribado
2024-11-04,29387,,Adp Trading Srl,24001EC01072021V,                    ,Arribado
2024-11-08,29529,,Adp Trading Srl,24001EC01073727M,                    ,Arribado
2024-10-18,28957,,Adp Trading Srl,EC01068500F,                    ,Arribado
2024-10-18,28958,,Adp Trading Srl,EC01068500F,                    ,Arribado
2024-10-18,28959,,Adp Trading Srl,EC01068500F,                    ,Arribado
2024-10-18,28960,,Adp Trading Srl,EC01068500F,                    ,Arribado
2024-11-01,29325,,Adp Trading Srl,24001EC01072021V,                    ,Arribado
2024-09-20,28273,,Adp Trading Srl,24001EC01062104W,                    ,Arribado
2024-09-20,28274,,Adp Trading Srl,24001EC01062104W,                    ,Arribado
2024-09-20,28275,,Adp Trading Srl,24001EC01062104W,                    ,Arribado
2024-09-20,28276,,Adp Trading Srl,24001EC01062104W,                    ,Arribado
2024-09-13,28078,,Adp Trading Srl,TERRESTRE,                    ,Arribado
2024-09-13,28079,,Adp Trading Srl,TERRESTRE,                    ,Arribado
2024-09-18,28221,,Adp Trading Srl,24001EC01061471F,                    ,Arribado
2024-10-02,28520,MSMU-754924-1,Da Silva Marcos Leandro,153IAR0644735,FX26274896          ,Arribado
2024-10-24,29095,TGBU-591615-7,Forestal Bosques Del Plata Sa,69974692,*****************   ,Arribado
2024-10-24,29089,HLXU-819643-7,Forestal Bosques Del Plata Sa,68975769,*********           ,Arribado
2024-10-24,29090,HAMU-121939-0,Forestal Bosques Del Plata Sa,68975769,********************,Arribado
2024-10-24,29091,HLBU-133410-0,Forestal Bosques Del Plata Sa,68975769,******              ,Arribado
2024-10-24,29092,HLBU-290158-0,Forestal Bosques Del Plata Sa,68975769,***************     ,Arribado
2024-10-24,29093,HAMU-162934-8,Forestal Bosques Del Plata Sa,68975769,********************,Arribado
2024-10-24,29094,TCLU-808755-6,Forestal Bosques Del Plata Sa,69974692,********************,Arribado
2024-09-30,28430,UACU-837426-2,Dautec Argentina Sas,66307515,********************,Arribado
2024-09-30,28431,UACU-860358-5,Dautec Argentina Sas,66307515,***************     ,Arribado
2024-10-15,28798,MSNU-716081-8,Weiden Sociedad Anonima,EBKG10379664,FX26248596          ,Arribado
2024-10-29,29247,EISU-824516-5,Weiden Sociedad Anonima,340400036052,                    ,Arribado
2024-10-08,28667,GESU-957941-2,Lehia Srl,66308095,***************     ,Arribado
2024-10-16,28814,MRKU-440256-8,Forestal Y Ganadera Indumarca Sa,245350576,                    ,Arribado
2024-10-24,29096,EMCU-997262-8,Forestal Y Ganadera Indumarca Sa,340400034904,************        ,Arribado
2024-11-01,29334,MRKU-527818-0,Forestal Y Ganadera Indumarca Sa,245957160,***********         ,Arribado
2024-11-01,29335,MVIU-000160-9,Forestal Y Ganadera Indumarca Sa,245957160,******************* ,Arribado
2024-11-01,29446,MVIU-000160-9,Forestal Y Ganadera Indumarca Sa,245957160,                    ,Arribado
2024-10-24,29097,EGSU-963898-6,Forestal Y Ganadera Indumarca Sa,340400034904,*****************   ,Arribado
2024-10-24,29098,EITU-180340-1,Forestal Y Ganadera Indumarca Sa,340400034904,************        ,Arribado
2024-10-25,29133,MSKU-921909-0,Forestal Y Ganadera Indumarca Sa,245679225,********            ,Arribado
2024-10-25,29134,MRKU-556946-2,Forestal Y Ganadera Indumarca Sa,245679225,*************       ,Arribado
2024-11-01,29337,CAIU-461612-5,Leterago Sa,245841324,****************    ,Arribado
2024-11-01,29338,MSKU-088764-7,Leterago Sa,245841324,***************     ,Arribado
2024-11-01,29336,MSKU-145004-0,Leterago Sa,245841324,********************,Arribado
2024-10-28,29191,SUDU-896206-2,Leterago Sa,245891014,****************    ,Arribado
2024-10-28,29192,GCXU-555624-8,Leterago Sa,245891014,                    ,Arribado
2024-10-28,29193,MRKU-504719-6,Leterago Sa,245891014,                    ,Arribado
2024-10-28,29189,MRSU-328593-7,Leterago Sa,245891014,**********          ,Arribado
2024-10-28,29190,MSKU-056293-4,Leterago Sa,245891014,********            ,Arribado
2024-10-17,28884,,Pefow Equipamientos S.A.,24001EC01067274M,                    ,Arribado
2024-10-22,29044,CSNU-212835-1,Don Satur Srl,COSU6399731130,                    ,Arribado
