Fecha,Turno,Terminal,Contenedor,Cliente,Booking,Operacion,Fecha Ingreso,idcont,e-tally
2025-03-13,15:00,TRP,CSNU-402528-6,Mercovan Argentina Srl,OOLU2755584730,TD,2025-03-13,1565,http://dassa.mqbic.com/PublicTally.php?id=1565
2025-06-26,13:00,TRP,KOCU-208805-0,Mercovan Argentina Srl,HDMUSELM08005800,TD,2025-06-26,2067,http://dassa.mqbic.com/PublicTally.php?id=2067
2025-07-01,13:00,TRP,OCGU-208618-1,Mercovan Argentina Srl,ONEYLISF01695600,TD,2025-07-01,2093,http://dassa.mqbic.com/PublicTally.php?id=2093
2025-07-02,05:00,Exolgan,HLBU-134303-5,Mercovan Argentina Srl,HLCUTOR250432496,TD,2025-07-02,2098,http://dassa.mqbic.com/PublicTally.php?id=2098
2025-07-10,15:00,Exolgan,HLBU-346960-8,Mercovan Argentina Srl,HLCUME3250474558,TD,,,
2025-07-10,10:00,Terminal 4,MRKU-109476-0,Mercovan Argentina Srl,253862854,TD,,,
2025-06-02,15:00,Exolgan,HAMU-323738-8,Mercovan Argentina Srl,HLVULE1250445319,TD,2025-06-02,1956,http://dassa.mqbic.com/PublicTally.php?id=1956
2025-06-09,15:00,Exolgan,HLBU-338145-6,Mercovan Argentina Srl,HLCULE1250446282,TD,2025-06-10,1981,http://dassa.mqbic.com/PublicTally.php?id=1981
2025-06-10,07:00,Terminal 4,JXJU-323306-8,Mercovan Argentina Srl,ZIMUCRT909268,TD,2025-06-10,1984,http://dassa.mqbic.com/PublicTally.php?id=1984
2025-06-30,14:00,Terminal 4,UACU-371035-9,Mercovan Argentina Srl,HLCUBSC2505AWZX0,TD,2025-06-30,2078,http://dassa.mqbic.com/PublicTally.php?id=2078
2025-05-07,05:00,Exolgan,HLBU-356069-9,Mercovan Argentina Srl,HLCUPTY250345961,TD,2025-05-07,1800,http://dassa.mqbic.com/PublicTally.php?id=1800
2025-05-09,10:00,TRP,CMAU-831928-3,Mercovan Argentina Srl,IBC1321824,TD,2025-05-09,1808,http://dassa.mqbic.com/PublicTally.php?id=1808
2025-05-13,15:00,TRP,PCIU-012199-6,Mercovan Argentina Srl,SEL500063800,TD,2025-05-13,1837,http://dassa.mqbic.com/PublicTally.php?id=1837
2025-05-13,15:00,Exolgan,MEDU-514724-0,Mercovan Argentina Srl,MEDUOJ957184,TD,2025-05-13,1846,http://dassa.mqbic.com/PublicTally.php?id=1846
2025-05-13,15:00,Exolgan,MEDU-514724-0,Mercovan Argentina Srl,MEDUOJ957184,TD,2025-05-13,1846,http://dassa.mqbic.com/PublicTally.php?id=1846
2025-05-23,05:00,Exolgan,SEGU-364018-7,Mercovan Argentina Srl,HLUSPIL250300027,TD,2025-05-23,1888,http://dassa.mqbic.com/PublicTally.php?id=1888
2025-04-28,11:00,TRP,CAAU-822825-4,Mercovan Argentina Srl,RIO001821RCS,TD,2025-04-28,1749,http://dassa.mqbic.com/PublicTally.php?id=1749
2025-04-28,09:00,TRP,TLLU-209190-0,Mercovan Argentina Srl,NVT013471RCS,TD,2025-04-28,1750,http://dassa.mqbic.com/PublicTally.php?id=1750
2025-04-29,12:00,TRP,TEMU-233384-0,Mercovan Argentina Srl,ONEYANRF06904900,TD,2025-04-29,1763,http://dassa.mqbic.com/PublicTally.php?id=1763
2025-04-29,12:00,TRP,TEMU-233384-0,Mercovan Argentina Srl,ONEYANRF06904900,TD,2025-04-29,1763,http://dassa.mqbic.com/PublicTally.php?id=1763
2025-05-06,09:00,Terminal 4,SUDU-795258-4,Mercovan Argentina Srl,APU129820,TD,2025-05-06,1790,http://dassa.mqbic.com/PublicTally.php?id=1790
2025-04-11,13:00,Terminal 4,MRKU-093612-2,Mercovan Argentina Srl,250074906,TD,2025-04-11,1695,http://dassa.mqbic.com/PublicTally.php?id=1695
2025-04-17,03:00,Exolgan,HLXU-540840-3,Mercovan Argentina Srl,HLCUME3250160081,TD,2025-04-17,1717,http://dassa.mqbic.com/PublicTally.php?id=1717
2025-04-21,07:00,Terminal 4,MRKU-012166-5,Mercovan Argentina Srl,250105676,TD,2025-04-21,1721,http://dassa.mqbic.com/PublicTally.php?id=1721
2025-04-21,11:00,Exolgan,CAIU-426028-7,Mercovan Argentina Srl,HLCUGOA250228878,TD,2025-04-21,1722,http://dassa.mqbic.com/PublicTally.php?id=1722
2025-04-08,16:00,TRP,OOCU-494297-0,Mercovan Argentina Srl,COSU6405390870,TD,2025-04-08,1685,http://dassa.mqbic.com/PublicTally.php?id=1685
2025-04-09,05:00,Exolgan,HLBU-123189-0,Mercovan Argentina Srl,HLCULIV250226693,TD,2025-04-09,1686,http://dassa.mqbic.com/PublicTally.php?id=1686
2025-04-09,19:00,TRP,NYKU-852726-0,Mercovan Argentina Srl,ONEYLIVF04296700,TD,2025-04-09,1693,http://dassa.mqbic.com/PublicTally.php?id=1693
2025-04-09,19:00,TRP,OOCU-061393-4,Mercovan Argentina Srl,COSU6409582760,TD,2025-04-09,1694,http://dassa.mqbic.com/PublicTally.php?id=1694
2025-04-09,08:00,TRP,CSNU-628936-0,Mercovan Argentina Srl,OOLU2306156030,TD,2025-04-09,1690,http://dassa.mqbic.com/PublicTally.php?id=1690
2025-03-28,15:00,TRP,CMAU-264786-0,Mercovan Argentina Srl,SSZ110981RCS,TD,2025-03-28,1646,http://dassa.mqbic.com/PublicTally.php?id=1646
2025-04-03,16:00,TRP,TEMU-175517-8,Mercovan Argentina Srl,HDMUSELM25153500,TD,2025-04-03,1667,http://dassa.mqbic.com/PublicTally.php?id=1667
2025-04-04,05:00,Exolgan,FCIU-474809-5,Mercovan Argentina Srl,HLCUME3250162708,TD,2025-04-05,1675,http://dassa.mqbic.com/PublicTally.php?id=1675
2025-04-07,15:00,TRP,TLLU-832938-6,Mercovan Argentina Srl,SSZ111561RCS,TD,2025-04-07,1678,http://dassa.mqbic.com/PublicTally.php?id=1678
2025-04-07,15:00,TRP,TLLU-832938-6,Mercovan Argentina Srl,SSZ111561RCS,TD,2025-04-07,1678,http://dassa.mqbic.com/PublicTally.php?id=1678
2025-03-19,15:00,Exolgan,HLBU-137125-3,Mercovan Argentina Srl,HLCUME3241258426,TD,2025-03-19,1602,http://dassa.mqbic.com/PublicTally.php?id=1602
2025-03-19,,10074,MSNU-218174-1,Mercovan Argentina Srl,EBKG11967055,TD,,,
2025-03-14,08:00,Terminal 4,GESU-641730-0,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-03-14,08:00,Terminal 4,HLBU-201907-8,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-03-14,08:00,Terminal 4,HLXU-800199-9,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-03-14,08:00,Terminal 4,CAIU-852773-0,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-03-14,08:00,Terminal 4,HLBU-198352-0,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-03-14,08:00,Terminal 4,FANU-341166-0,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-07-03,05:00,TRP,TCLU-467713-2,Lift Van Int. Co S.A,ONETHAMF4361940,T,2025-07-03,,
2025-06-17,13:00,Exolgan,HLBU-178439-1,Lift Van Int. Co S.A,HLCUBSC2504CKUZ2,TD,2025-06-17,2010,http://dassa.mqbic.com/PublicTally.php?id=2010
2025-06-19,05:00,Exolgan,CAIU-292169-1,Lift Van Int. Co S.A,HLCUDX3250242293,TD,2025-06-19,2023,http://dassa.mqbic.com/PublicTally.php?id=2023
2025-06-19,05:00,Exolgan,CAIU-292169-1,Lift Van Int. Co S.A,HLCUDX3250242293,TD,2025-06-19,2023,http://dassa.mqbic.com/PublicTally.php?id=2023
2025-06-26,05:00,Exolgan,TCLU-343728-7,Lift Van Int. Co S.A,ONEYRICFU2271500,T,2025-06-26,,
2025-06-27,15:00,Exolgan,LYGU-807383-4,Lift Van Int. Co S.A,HLCUBSC2504BFOE9,TD,2025-06-27,2075,http://dassa.mqbic.com/PublicTally.php?id=2075
2025-07-02,07:00,Terminal 4,HLXU-535909-0,Lift Van Int. Co S.A,HLCUBSC2505BIJD1,TD,2025-07-02,2096,http://dassa.mqbic.com/PublicTally.php?id=2096
2025-07-01,15:00,Exolgan,MEDU-378099-0,Lift Van Int. Co S.A,MEDUJV132850,TD,2025-07-01,2090,http://dassa.mqbic.com/PublicTally.php?id=2090
2025-06-04,05:00,Exolgan,GESU-126357-8,Lift Van Int. Co S.A,ONEYRICFP7011600,T,2025-06-04,,
2025-06-04,05:00,Exolgan,UETU-413079-2,Lift Van Int. Co S.A,ONEYSAOF22619700,TD,2025-06-04,1963,http://dassa.mqbic.com/PublicTally.php?id=1963
2025-06-10,07:00,Terminal 4,CAIU-430386-1,Lift Van Int. Co S.A,ZIMUNYC9097075,TD,2025-06-10,1985,http://dassa.mqbic.com/PublicTally.php?id=1985
2025-06-12,03:00,TRP,CSNU-215199-0,Lift Van Int. Co S.A,OOLU2306917920,TD,2025-06-12,1996,http://dassa.mqbic.com/PublicTally.php?id=1996
2025-06-17,11:00,Exolgan,HLBU-180145-7,Lift Van Int. Co S.A,HLCULI3250226602,TD,2025-06-17,2009,http://dassa.mqbic.com/PublicTally.php?id=2009
2025-05-29,11:00,Exolgan,UACU-851534-0,Lift Van Int. Co S.A,HLCUGU2250361534,TD,2025-05-29,1906,http://dassa.mqbic.com/PublicTally.php?id=1906
2025-05-27,08:00,TRP,DRYU-428677-0,Lift Van Int. Co S.A,ONEYANRF10901800,T,2025-05-27,,
2025-05-30,15:00,TRP,TLLU-831139-2,Lift Van Int. Co S.A,SSZ115051RCS,TD,2025-05-30,1918,http://dassa.mqbic.com/PublicTally.php?id=1918
2025-06-02,12:00,Terminal 4,FCIU-411532-7,Lift Van Int. Co S.A,ZIMUNYC9097300,T,2025-06-02,,
2025-06-02,12:00,Terminal 4,TGHU-524470-6,Lift Van Int. Co S.A,ZIMUNYC9096546,TD,2025-06-02,1949,http://dassa.mqbic.com/PublicTally.php?id=1949
2025-06-02,12:00,Terminal 4,TGHU-524470-6,Lift Van Int. Co S.A,ZIMUNYC9096546,TD,2025-06-02,1949,http://dassa.mqbic.com/PublicTally.php?id=1949
2025-06-02,12:00,Terminal 4,ZIMU-278977-2,Lift Van Int. Co S.A,ZIMUORF984330,TD,2025-06-02,1930,http://dassa.mqbic.com/PublicTally.php?id=1930
2025-05-06,05:00,Exolgan,HAMU-109493-0,Lift Van Int. Co S.A,HLCUBSC2503BEMK2,TD,2025-05-06,1792,http://dassa.mqbic.com/PublicTally.php?id=1792
2025-05-09,05:00,Exolgan,CAIU-320520-1,Lift Van Int. Co S.A,HLCUBC1250316913,TD,2025-05-09,1810,http://dassa.mqbic.com/PublicTally.php?id=1810
2025-05-09,13:00,Terminal 4,HLXU-357086-3,Lift Van Int. Co S.A,HLCUBSC2503CDTO9,TD,2025-05-09,1816,http://dassa.mqbic.com/PublicTally.php?id=1816
2025-05-13,15:00,TRP,OOCU-800499-7,Lift Van Int. Co S.A,OOLU2306201870,TD,2025-05-13,1840,http://dassa.mqbic.com/PublicTally.php?id=1840
2025-05-15,11:00,Terminal 4,UACU-833760-7,Lift Van Int. Co S.A,HLCUSS5250448191,TD,2025-05-15,1855,http://dassa.mqbic.com/PublicTally.php?id=1855
2025-05-20,05:00,Exolgan,MSMU-349070-0,Lift Van Int. Co S.A,MEDUXF297246,TD,2025-05-20,1876,http://dassa.mqbic.com/PublicTally.php?id=1876
2025-04-17,01:00,Exolgan,FANU-384358-2,Lift Van Int. Co S.A,HLCUME3250228298,TD,2025-04-17,1719,http://dassa.mqbic.com/PublicTally.php?id=1719
2025-04-22,05:00,Exolgan,HLBU-200282-0,Lift Van Int. Co S.A,HLCULIV250222681,T,2025-04-22,,
2025-04-30,05:00,Exolgan,NYKU-474643-0,Lift Van Int. Co S.A,ONEYRICFE9515800,TD,2025-04-30,1768,http://dassa.mqbic.com/PublicTally.php?id=1768
2025-04-30,05:00,Exolgan,MSDU-472068-9,Lift Van Int. Co S.A,10875013,TD,2025-04-30,1769,http://dassa.mqbic.com/PublicTally.php?id=1769
2025-04-30,05:00,Exolgan,MSDU-472068-9,Lift Van Int. Co S.A,10875013,TD,2025-04-30,1769,http://dassa.mqbic.com/PublicTally.php?id=1769
2025-04-30,05:00,Exolgan,FDCU-039208-8,Lift Van Int. Co S.A,ONEYRICFF9685300,TD,2025-04-30,1770,http://dassa.mqbic.com/PublicTally.php?id=1770
2025-04-03,16:00,TRP,HMMU-213579-3,Lift Van Int. Co S.A,HDMUSELM09111600,T,2025-04-03,,
2025-04-14,11:00,Terminal 4,BHCU-316221-0,Lift Van Int. Co S.A,ZIMULVN01021402,T,2025-04-14,,
2025-04-14,11:00,Terminal 4,TEMU-105143-5,Lift Van Int. Co S.A,ZIMUCRT908282,TD,2025-04-14,1701,http://dassa.mqbic.com/PublicTally.php?id=1701
2025-04-14,11:00,Terminal 4,TEMU-105143-5,Lift Van Int. Co S.A,ZIMUCRT908282,TD,2025-04-14,1701,http://dassa.mqbic.com/PublicTally.php?id=1701
2025-04-09,05:00,Exolgan,HLBU-153836-1,Lift Van Int. Co S.A,HLCURTM250218817,TD,2025-04-09,1687,http://dassa.mqbic.com/PublicTally.php?id=1687
2025-04-09,11:00,TRP,WBPU-202240-4,Lift Van Int. Co S.A,OOLU2754540650,TD,2025-04-09,1688,http://dassa.mqbic.com/PublicTally.php?id=1688
2025-04-17,01:00,Exolgan,HAMU-201897-6,Lift Van Int. Co S.A,HLCUME3250228298,TD,2025-04-17,1718,http://dassa.mqbic.com/PublicTally.php?id=1718
2025-03-14,08:00,Terminal 4,BMOU-582487-0,Lift Van Int. Co S.A,HLCUBSC2502BEAB0,T,2025-03-14,,
2025-03-14,15:00,TRP,TCKU-432363-5,Lift Van Int. Co S.A,ONEYLIVF01071900,TD,2025-03-14,1564,http://dassa.mqbic.com/PublicTally.php?id=1564
2025-03-19,15:00,Exolgan,HAMU-268974-2,Lift Van Int. Co S.A,HLCUTOR241201225,TD,2025-03-19,1600,http://dassa.mqbic.com/PublicTally.php?id=1600
2025-03-20,11:00,Exolgan,HLXU-538178-7,Lift Van Int. Co S.A,HLCUGOA2501ATTL3,TD,2025-03-20,1604,http://dassa.mqbic.com/PublicTally.php?id=1604
2025-04-29,10:00,Terminal 4,MRKU-915000-5,Mercolog,251577212,TD,2025-04-29,1754,http://dassa.mqbic.com/PublicTally.php?id=1754
2025-03-17,11:00,Exolgan,TGHU-520251-0,Edelweiss Spedition Srl,HLCULI3250112695,TD,2025-03-17,1578,http://dassa.mqbic.com/PublicTally.php?id=1578
2025-03-17,11:00,Exolgan,HLBU-274895-3,Edelweiss Spedition Srl,HLCUGY3250110620,TD,2025-03-17,1579,http://dassa.mqbic.com/PublicTally.php?id=1579
2025-03-17,11:00,Exolgan,HLBU-184564-5,Edelweiss Spedition Srl,HLCUGY3250121853,TD,2025-03-17,1577,http://dassa.mqbic.com/PublicTally.php?id=1577
2025-03-19,15:00,Exolgan,UACU-838789-2,Edelweiss Spedition Srl,HLCUME3250126334,TD,2025-03-19,1601,http://dassa.mqbic.com/PublicTally.php?id=1601
2025-06-05,07:00,Terminal 4,CAAU-764547-0,Edelweiss Spedition Srl,252019245,TD,2025-06-05,1975,http://dassa.mqbic.com/PublicTally.php?id=1975
2025-06-05,07:00,Terminal 4,CAAU-764547-0,Edelweiss Spedition Srl,252019245,TD,2025-06-05,1975,http://dassa.mqbic.com/PublicTally.php?id=1975
2025-06-11,05:00,Exolgan,FBIU-032207-3,Edelweiss Spedition Srl,ONEYRICFJ4150800,TD,2025-06-11,1987,http://dassa.mqbic.com/PublicTally.php?id=1987
2025-05-07,05:00,Exolgan,HAMU-103253-7,Edelweiss Spedition Srl,HLCUBO2250354290,TD,2025-05-07,1801,http://dassa.mqbic.com/PublicTally.php?id=1801
2025-04-30,05:00,Exolgan,FTAU-122981-4,Edelweiss Spedition Srl,HLCUBO2250308193,TD,2025-04-30,1767,http://dassa.mqbic.com/PublicTally.php?id=1767
2025-04-09,07:00,TRP,OOLU-950847-4,Edelweiss Spedition Srl,OOLU2306295960,TD,2025-04-09,1691,http://dassa.mqbic.com/PublicTally.php?id=1691
2025-04-17,03:00,Exolgan,UACU-847236-1,Edelweiss Spedition Srl,HLCULI3250152456,TD,2025-04-17,1720,http://dassa.mqbic.com/PublicTally.php?id=1720
2025-04-04,05:00,Exolgan,HLBU-306960-1,Edelweiss Spedition Srl,HLCUGY3250136294,TD,2025-04-05,1674,http://dassa.mqbic.com/PublicTally.php?id=1674
2025-04-07,15:00,TRP,TRHU-585102-3,Edelweiss Spedition Srl,SSZ111531RCS,TD,2025-04-07,1682,http://dassa.mqbic.com/PublicTally.php?id=1682
2025-03-19,15:00,Exolgan,FBLU-001262-1,Edelweiss Spedition Srl,HLCUME32050126334,TD,2025-03-19,1603,http://dassa.mqbic.com/PublicTally.php?id=1603
2025-03-28,17:00,TRP,TRHU-605311-5,Edelweiss Spedition Srl,IBC1302612,TD,2025-03-28,1645,http://dassa.mqbic.com/PublicTally.php?id=1645
2025-04-07,08:00,Terminal 4,MRKU-063584-9,Hra Consultora,249272722,TD,2025-04-07,1677,http://dassa.mqbic.com/PublicTally.php?id=1677
2025-04-07,08:00,Terminal 4,MRKU-063584-9,Hra Consultora,249272722,TD,2025-04-07,1677,http://dassa.mqbic.com/PublicTally.php?id=1677
2025-04-07,08:00,Terminal 4,MRKU-063584-9,Hra Consultora,249272722,TD,2025-04-07,1677,http://dassa.mqbic.com/PublicTally.php?id=1677
2025-06-05,14:00,Terminal 4,MRKU-099555-2,Hra Consultora,253077117,TD,2025-06-05,1976,http://dassa.mqbic.com/PublicTally.php?id=1976
2025-06-05,14:00,Terminal 4,MRKU-099555-2,Hra Consultora,253077117,TD,2025-06-05,1976,http://dassa.mqbic.com/PublicTally.php?id=1976
2025-06-05,07:00,Terminal 4,HASU-144322-6,Hra Consultora,253077068,TD,2025-06-05,1973,http://dassa.mqbic.com/PublicTally.php?id=1973
2025-06-13,07:00,Terminal 4,MRSU-672886-0,Sanyo Color Sa,252254646,TD,2025-06-13,1998,http://dassa.mqbic.com/PublicTally.php?id=1998
2025-06-19,12:00,TRP,EGSU-352999-3,Sanyo Color Sa,EGLV100580018170,TD,2025-06-19,2034,http://dassa.mqbic.com/PublicTally.php?id=2034
2025-06-19,13:00,Exolgan,UACU-839662-0,Baires International,HLCUBC1250441654,TD,2025-06-19,2039,http://dassa.mqbic.com/PublicTally.php?id=2039
2025-05-12,11:00,Terminal 4,ZCSU-765959-8,Juguetech Sa,SZXS063928,T,2025-05-12,,
2025-06-02,15:00,Exolgan,MSMU-545541-5,Juguetech Sa,SZXS064194,T,2025-06-02,,
2025-06-02,15:00,Exolgan,MSMU-806162-6,Juguetech Sa,SZXS064186,T,2025-06-02,,
2025-06-27,15:00,Exolgan,FCIU-841561-5,Juguetech Sa,SZXS064664,T,2025-06-27,,
2025-07-02,07:00,Terminal 4,BSIU-831480-7,Juguetech Sa,SZXS064978,T,2025-07-02,,
2025-03-27,07:00,Exolgan,TGHU-928843-0,Hometex S.A.,TMSE3349041,T,2025-03-27,,
2025-03-27,07:00,Exolgan,MSMU-716451-1,Hometex S.A.,TMSE3350095,T,2025-03-27,,
2025-03-27,07:00,Exolgan,TEMU-825395-2,Hometex S.A.,TMSE3350094,T,2025-03-27,,
2025-04-03,16:00,TRP,CMAU-468924-8,Hometex S.A.,TMSE3325508,T,2025-04-03,,
2025-05-02,07:00,Exolgan,MSMU-735571-3,La Tela Srl,GILNB250300145,T,2025-05-02,,
2025-05-02,11:00,Terminal 4,MTSU-962341-8,La Tela Srl,NBOE25013514,T,2025-05-02,,
2025-05-02,10:00,Terminal 4,BEAU-510664-6,La Tela Srl,NBOE25013511,T,2025-05-02,,
2025-05-14,05:00,Exolgan,MSDU-741605-2,La Tela Srl,GILNB250200468,T,2025-05-14,,
2025-05-14,05:00,Exolgan,FFAU-301034-5,La Tela Srl,GILSH250300021,T,2025-05-14,,
2025-05-21,05:00,Exolgan,MSCU-498760-3,La Tela Srl,GILNB250300430,T,2025-05-21,,
2025-07-02,08:00,Terminal 4,MSKU-946074-3,La Tela Srl,GILNB250400775,TD,2025-07-02,2101,http://dassa.mqbic.com/PublicTally.php?id=2101
2025-06-20,14:00,Terminal 4,MRSU-480620-1,La Tela Srl,GILNB250400108,T,2025-06-21,,
2025-06-26,11:00,TRP,CSNU-673846-0,La Tela Srl,GILSH250400044,T,2025-06-26,,
2025-06-27,15:00,Exolgan,CAIU-755224-0,La Tela Srl,GILNB250401081,TD,2025-06-27,2074,http://dassa.mqbic.com/PublicTally.php?id=2074
2025-06-30,15:00,Exolgan,MSBU-707380-3,La Tela Srl,GILNB250401082,TD,2025-06-30,2081,http://dassa.mqbic.com/PublicTally.php?id=2081
2025-06-30,09:00,TRP,CSNU-602706-1,La Tela Srl,GILSH250400038,T,2025-06-30,,
2025-07-01,07:00,Terminal 4,TCNU-316890-3,La Tela Srl,GILNB250400774,TD,2025-07-01,2091,http://dassa.mqbic.com/PublicTally.php?id=2091
2025-05-21,05:00,Exolgan,FBLU-016836-3,La Tela Srl,GILNB250300431,T,2025-05-21,,
2025-05-21,05:00,Exolgan,TRHU-860594-9,La Tela Srl,GILNB250300432,T,2025-05-21,,
2025-06-04,05:00,Exolgan,TCLU-787917-9,La Tela Srl,NBOE25013743,T,2025-06-04,,
2025-06-04,05:00,Exolgan,MEDU-879453-2,La Tela Srl,NBOE25013744,T,2025-06-04,,
2025-06-04,13:00,Exolgan,MSMU-580481-5,La Tela Srl,GILNB250400112,T,2025-06-04,,
2025-06-20,14:00,Terminal 4,MRKU-503055-2,La Tela Srl,GILNB250400111,T,2025-06-20,,
2025-03-18,16:00,TRP,EITU-906368-3,Plano Y Punto S.A.,HDE25-020029,T,2025-03-18,,
2025-04-30,12:00,TRP,EITU-160877-1,Textil Praga Srl,HDE25-030099,T,2025-04-30,,
2025-05-15,13:00,TRP,EMCU-991511-9,Textil Praga Srl,HDE25-040005A/B,TD,2025-05-15,1861,http://dassa.mqbic.com/PublicTally.php?id=1861
2025-05-15,13:00,TRP,EMCU-991511-9,Textil Praga Srl,HDE25-040005A/B,TD,2025-05-15,1861,http://dassa.mqbic.com/PublicTally.php?id=1861
2025-05-16,12:00,TRP,EITU-169022-3,Textil Praga Srl,HDE25-040006A/B/C,TD,2025-05-16,1868,http://dassa.mqbic.com/PublicTally.php?id=1868
2025-05-16,12:00,TRP,EITU-169022-3,Textil Praga Srl,HDE25-040006A/B/C,TD,2025-05-16,1868,http://dassa.mqbic.com/PublicTally.php?id=1868
2025-05-16,12:00,TRP,EITU-169022-3,Textil Praga Srl,HDE25-040006A/B/C,TD,2025-05-16,1868,http://dassa.mqbic.com/PublicTally.php?id=1868
2025-05-16,12:00,TRP,EGSU-131747-0,Textil Praga Srl,HDE25-040002A/B,TD,2025-05-16,1869,http://dassa.mqbic.com/PublicTally.php?id=1869
2025-05-16,12:00,TRP,EGSU-131747-0,Textil Praga Srl,HDE25-040002A/B,TD,2025-05-16,1869,http://dassa.mqbic.com/PublicTally.php?id=1869
2025-05-16,12:00,TRP,EGSU-131747-0,Textil Praga Srl,HDE25-040002A/B,TD,2025-05-16,1869,http://dassa.mqbic.com/PublicTally.php?id=1869
2025-05-16,12:00,TRP,EGSU-131747-0,Textil Praga Srl,HDE25-040002A/B,TD,2025-05-16,1869,http://dassa.mqbic.com/PublicTally.php?id=1869
2025-05-28,12:00,TRP,TCNU-212440-7,Textil Praga Srl,HDE25-040003A/B,TD,2025-05-28,1904,http://dassa.mqbic.com/PublicTally.php?id=1904
2025-05-28,12:00,TRP,TCNU-212440-7,Textil Praga Srl,HDE25-040003A/B,TD,2025-05-28,1904,http://dassa.mqbic.com/PublicTally.php?id=1904
2025-05-30,14:00,Terminal 4,BMOU-544952-6,Textil Praga Srl,HDE25-040008A/B,TD,2025-05-30,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-05-30,14:00,Terminal 4,BMOU-544952-6,Textil Praga Srl,HDE25-040008A/B,TD,2025-05-30,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-05-30,14:00,Terminal 4,BMOU-544952-6,Textil Praga Srl,HDE25-040008A/B,TD,2025-05-30,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-05-30,14:00,Terminal 4,BMOU-544952-6,Textil Praga Srl,HDE25-040008A/B,TD,2025-05-30,1919,http://dassa.mqbic.com/PublicTally.php?id=1919
2025-05-30,14:00,Terminal 4,BMOU-537427-9,Textil Praga Srl,HDE25-030059A/B,TD,2025-05-30,1928,http://dassa.mqbic.com/PublicTally.php?id=1928
2025-05-30,14:00,Terminal 4,BMOU-537427-9,Textil Praga Srl,HDE25-030059A/B,TD,2025-05-30,1928,http://dassa.mqbic.com/PublicTally.php?id=1928
2025-05-30,14:00,Terminal 4,BMOU-537427-9,Textil Praga Srl,HDE25-030059A/B,TD,2025-05-30,1928,http://dassa.mqbic.com/PublicTally.php?id=1928
2025-05-30,14:00,Terminal 4,BMOU-537427-9,Textil Praga Srl,HDE25-030059A/B,TD,2025-05-30,1928,http://dassa.mqbic.com/PublicTally.php?id=1928
2025-05-30,14:00,Terminal 4,BMOU-545334-1,Textil Praga Srl,HDE25-040014A/B,TD,2025-05-30,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-05-30,14:00,Terminal 4,BMOU-545334-1,Textil Praga Srl,HDE25-040014A/B,TD,2025-05-30,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-05-30,14:00,Terminal 4,BMOU-545334-1,Textil Praga Srl,HDE25-040014A/B,TD,2025-05-30,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-05-30,14:00,Terminal 4,BMOU-545334-1,Textil Praga Srl,HDE25-040014A/B,TD,2025-05-30,1923,http://dassa.mqbic.com/PublicTally.php?id=1923
2025-06-12,03:00,TRP,EITU-900781-7,Textil Praga Srl,HDE25-040011A/B,TD,2025-06-12,1995,http://dassa.mqbic.com/PublicTally.php?id=1995
2025-06-12,03:00,TRP,EITU-900781-7,Textil Praga Srl,HDE25-040011A/B,TD,2025-06-12,1995,http://dassa.mqbic.com/PublicTally.php?id=1995
2025-06-17,15:00,TRP,EITU-143637-4,Textil Praga Srl,HDE25-040013A/B,TD,2025-06-17,2008,http://dassa.mqbic.com/PublicTally.php?id=2008
2025-06-17,15:00,TRP,EITU-143637-4,Textil Praga Srl,HDE25-040013A/B,TD,2025-06-17,2008,http://dassa.mqbic.com/PublicTally.php?id=2008
2025-04-11,17:00,Exolgan,FCIU-920994-3,Jutel S.A.,TMSE3344551,T,2025-04-11,,
2025-04-11,19:00,Exolgan,MSMU-557355-2,Jutel S.A.,TMSE3345630,T,2025-04-11,,
2025-06-18,11:00,Exolgan,MSMU-792553-9,Jutel S.A.,TMSE3480644A,T,2025-06-18,,
2025-03-20,20:00,TRP,TXGU-714369-7,Zorrilla  Daniel,SZ25010246,T,2025-03-20,,
2025-04-17,07:00,TRP,ZHLU-201406-0,Dpmg S.A.,250055989,T,2025-04-17,,
2025-04-17,07:00,TRP,ZHLU-201505-0,Dpmg S.A.,250056094,T,2025-04-17,,
2025-04-17,07:00,TRP,ZHLU-201401-2,Dpmg S.A.,268484221,T,2025-04-17,,
2025-04-17,07:00,TRP,ZHLU-201408-0,Dpmg S.A.,249953600,T,2025-04-17,,
2025-04-23,09:00,TRP,CMAU-827613-4,Dpmg S.A.,NGP2126280,TD,2025-04-23,1728,http://dassa.mqbic.com/PublicTally.php?id=1728
